tournament,player,round,hole,shotNumber,shotDist,toHole,location
R2026556,57366,Round_1,Hole_10,3,75 ft 3 in.,2 ft 6 in.,Right Green
R2026556,57366,Round_1,Hole_10,4,2 ft 6 in.,,
R2026556,57366,Round_1,Hole_11,1,312 yds,128 yds,Left Fairway
R2026556,57366,Round_1,Hole_11,2,133 yds,13 ft 5 in.,Left Green
R2026556,57366,Round_1,Hole_11,3,13 ft 5 in.,,
R2026556,57366,Round_1,Hole_12,1,345 yds,311 yds,Left Intermediate
R2026556,57366,Round_1,Hole_12,2,304 yds,44 ft 4 in.,Right Bunker
R2026556,57366,Round_1,Hole_12,3,16 ft 10 in.,27 ft 10 in.,Right Bunker
R2026556,57366,Round_1,Hole_12,4,32 ft 6 in.,4 ft 6 in.,Right Green
R2026556,57366,Round_1,Hole_12,5,4 ft 6 in.,,
R2026556,57366,Round_1,Hole_13,1,247 yds,26 ft 0 in.,Right Fairway
R2026556,57366,Round_1,Hole_13,2,22 ft 6 in.,3 ft 10 in.,Left Green
R2026556,57366,Round_1,Hole_13,3,3 ft 10 in.,,
R2026556,57366,Round_1,Hole_14,1,304 yds,191 yds,Right Bunker
R2026556,57366,Round_1,Hole_14,2,176 yds,48 ft 9 in.,Left Green
R2026556,57366,Round_1,Hole_14,3,50 ft 3 in.,23 in,Left Green
R2026556,57366,Round_1,Hole_14,4,23 in,,
R2026556,57366,Round_1,Hole_15,1,149 yds,25 ft 2 in.,Right Fairway
R2026556,57366,Round_1,Hole_15,2,25 ft 2 in.,,
R2026556,57366,Round_1,Hole_16,1,217 yds,129 yds,Left Fairway
R2026556,57366,Round_1,Hole_16,2,130 yds,3 ft 5 in.,Right Green
R2026556,57366,Round_1,Hole_16,3,3 ft 5 in.,,
R2026556,57366,Round_1,Hole_17,1,297 yds,172 yds,Left Bunker
R2026556,57366,Round_1,Hole_17,2,139 yds,47 yds,Right Rough
R2026556,57366,Round_1,Hole_17,3,49 yds,6 ft 0 in.,Left Green
R2026556,57366,Round_1,Hole_17,4,6 ft 0 in.,,
R2026556,57366,Round_1,Hole_18,1,288 yds,175 yds,Right Rough
R2026556,57366,Round_1,Hole_18,2,187 yds,36 ft 9 in.,Right Green
R2026556,57366,Round_1,Hole_18,3,34 ft 7 in.,2 ft 2 in.,Left Green
R2026556,57366,Round_1,Hole_18,4,2 ft 2 in.,,
R2026556,57366,Round_2,Hole_1,1,352 yds,214 yds,Right Fairway
R2026556,57366,Round_2,Hole_1,2,224 yds,31 ft 9 in.,Right Green
R2026556,57366,Round_2,Hole_1,3,35 ft 4 in.,4 ft 2 in.,Right Green
R2026556,57366,Round_2,Hole_1,4,4 ft 2 in.,,
R2026556,57366,Round_2,Hole_2,1,326 yds,144 yds,Left Fairway
R2026556,57366,Round_2,Hole_2,2,142 yds,40 ft 11 in.,Right Green
R2026556,57366,Round_2,Hole_2,3,42 ft 2 in.,14 in,Left Green
R2026556,57366,Round_2,Hole_2,4,14 in,,
R2026556,57366,Round_2,Hole_3,1,295 yds,128 yds,Left Bunker
R2026556,57366,Round_2,Hole_3,2,122 yds,16 ft 11 in.,Right Green
R2026556,57366,Round_2,Hole_3,3,16 ft 11 in.,,
R2026556,57366,Round_2,Hole_4,1,170 yds,15 ft 6 in.,Left Green
R2026556,57366,Round_2,Hole_4,2,15 ft 6 in.,6 in,Right Green
R2026556,57366,Round_2,Hole_4,3,6 in,,
R2026556,57366,Round_2,Hole_5,1,324 yds,91 yds,Right Bunker
R2026556,57366,Round_2,Hole_5,2,100 yds,27 ft 5 in.,Right Green
R2026556,57366,Round_2,Hole_5,3,27 ft 5 in.,,
R2026556,57366,Round_2,Hole_6,1,257 yds,174 yds,Right Bunker
R2026556,57366,Round_2,Hole_6,2,158 yds,50 ft 8 in.,Left Fairway
R2026556,57366,Round_2,Hole_6,3,51 ft 6 in.,21 in,Right Green
R2026556,57366,Round_2,Hole_6,4,21 in,,
R2026556,57366,Round_2,Hole_7,1,331 yds,146 yds,Right Intermediate
R2026556,57366,Round_2,Hole_7,2,146 yds,6 ft 11 in.,Left Green
R2026556,57366,Round_2,Hole_7,3,6 ft 11 in.,,
R2026556,57366,Round_2,Hole_8,1,290 yds,265 yds,Right Fairway
R2026556,57366,Round_2,Hole_8,2,259 yds,71 ft 0 in.,Right Bunker
R2026556,57366,Round_2,Hole_8,3,41 ft 2 in.,30 ft 1 in.,Right Bunker
R2026556,57366,Round_2,Hole_8,4,27 ft 3 in.,4 ft 9 in.,Right Green
R2026556,57366,Round_2,Hole_8,5,4 ft 9 in.,,
R2026556,57366,Round_2,Hole_9,1,212 yds,57 ft 8 in.,Right Fairway
R2026556,57366,Round_2,Hole_9,2,63 ft 4 in.,6 ft 3 in.,Left Green
R2026556,57366,Round_2,Hole_9,3,6 ft 3 in.,,
R2026556,57366,Round_2,Hole_10,1,343 yds,266 yds,Right Rough
R2026556,57366,Round_2,Hole_10,2,249 yds,64 ft 6 in.,Right Rough
R2026556,57366,Round_2,Hole_10,3,74 ft 5 in.,9 ft 11 in.,Left Green
R2026556,57366,Round_2,Hole_10,4,14 ft 0 in.,3 ft 8 in.,Left Green
R2026556,57366,Round_2,Hole_10,5,3 ft 8 in.,,
R2026556,57366,Round_2,Hole_11,1,294 yds,147 yds,Right Intermediate
R2026556,57366,Round_2,Hole_11,2,153 yds,30 ft 4 in.,Left Green
R2026556,57366,Round_2,Hole_11,3,33 ft 8 in.,3 ft 3 in.,Right Green
R2026556,57366,Round_2,Hole_11,4,3 ft 3 in.,,
R2026556,57366,Round_2,Hole_12,1,349 yds,262 yds,Left Rough
R2026556,57366,Round_2,Hole_12,2,260 yds,37 ft 6 in.,Left Bunker
R2026556,57366,Round_2,Hole_12,3,48 ft 6 in.,11 ft 0 in.,Left Green
R2026556,57366,Round_2,Hole_12,4,12 ft 8 in.,17 in,Left Green
R2026556,57366,Round_2,Hole_12,5,17 in,,
R2026556,57366,Round_2,Hole_13,1,238 yds,16 ft 2 in.,Right Green
R2026556,57366,Round_2,Hole_13,2,16 ft 2 in.,,
R2026556,57366,Round_2,Hole_14,1,302 yds,202 yds,Right Bunker
R2026556,57366,Round_2,Hole_14,2,196 yds,37 ft 3 in.,Right Rough
R2026556,57366,Round_2,Hole_14,3,14 ft 5 in.,23 ft 0 in.,Right Rough
R2026556,57366,Round_2,Hole_14,4,20 ft 0 in.,3 ft 1 in.,Right Green
R2026556,57366,Round_2,Hole_14,5,3 ft 1 in.,,
R2026556,57366,Round_2,Hole_15,1,151 yds,35 ft 0 in.,Left Green
R2026556,57366,Round_2,Hole_15,2,37 ft 6 in.,2 ft 7 in.,Left Green
R2026556,57366,Round_2,Hole_15,3,2 ft 7 in.,,
R2026556,57366,Round_2,Hole_16,1,296 yds,26 ft 3 in.,Left Green
R2026556,57366,Round_2,Hole_16,2,24 ft 0 in.,2 ft 3 in.,Right Green
R2026556,57366,Round_2,Hole_16,3,2 ft 3 in.,,
R2026556,57366,Round_2,Hole_17,1,274 yds,173 yds,Right Rough
R2026556,57366,Round_2,Hole_17,2,169 yds,22 ft 3 in.,Left Green
R2026556,57366,Round_2,Hole_17,3,24 ft 8 in.,2 ft 1 in.,Right Green
R2026556,57366,Round_2,Hole_17,4,2 ft 1 in.,,
R2026556,57366,Round_2,Hole_18,1,297 yds,190 yds,Right Fairway
R2026556,57366,Round_2,Hole_18,2,204 yds,57 ft 4 in.,Right Rough
R2026556,57366,Round_2,Hole_18,3,68 ft 5 in.,15 in,Left Green
R2026556,57366,Round_2,Hole_18,4,15 in,,
R2026556,57366,Round_3,Hole_1,1,356 yds,242 yds,Right Intermediate
R2026556,57366,Round_3,Hole_1,2,220 yds,73 ft 10 in.,Right Water
R2026556,57366,Round_3,Hole_1,3,Penalty,,Fairway
R2026556,57366,Round_3,Hole_1,4,51 ft 9 in.,13 ft 1 in.,Right Green
R2026556,57366,Round_3,Hole_1,5,15 ft 1 in.,20 in,Right Green
R2026556,57366,Round_3,Hole_1,6,20 in,,
R2026556,57366,Round_3,Hole_2,1,334 yds,126 yds,Right Bunker
R2026556,57366,Round_3,Hole_2,2,124 yds,12 ft 2 in.,Right Green
R2026556,57366,Round_3,Hole_2,3,13 ft 0 in.,8 in,Right Green
R2026556,57366,Round_3,Hole_2,4,8 in,,
R2026556,57366,Round_3,Hole_3,1,297 yds,146 yds,Right Fairway
R2026556,57366,Round_3,Hole_3,2,143 yds,9 ft 0 in.,Left Green
R2026556,57366,Round_3,Hole_3,3,9 ft 8 in.,6 in,Left Green
R2026556,57366,Round_3,Hole_3,4,6 in,,
R2026556,57366,Round_3,Hole_4,1,197 yds,39 ft 0 in.,Left Green
R2026556,57366,Round_3,Hole_4,2,38 ft 9 in.,6 in,Right Green
R2026556,57366,Round_3,Hole_4,3,6 in,,
R2026556,57366,Round_3,Hole_5,1,385 yds,38 yds,Right Intermediate
R2026556,57366,Round_3,Hole_5,2,43 yds,19 ft 9 in.,Right Green
R2026556,57366,Round_3,Hole_5,3,19 ft 9 in.,,
R2026556,57366,Round_3,Hole_6,1,289 yds,151 yds,Right Fairway
R2026556,57366,Round_3,Hole_6,2,161 yds,32 ft 5 in.,Left Rough
R2026556,57366,Round_3,Hole_6,3,32 ft 5 in.,,
R2026556,57366,Round_3,Hole_7,1,282 yds,171 yds,Right Fairway
R2026556,57366,Round_3,Hole_7,2,183 yds,42 ft 6 in.,Left Green
R2026556,57366,Round_3,Hole_7,3,42 ft 2 in.,13 in,Right Green
R2026556,57366,Round_3,Hole_7,4,13 in,,
R2026556,57366,Round_3,Hole_8,1,312 yds,252 yds,Right Fairway
R2026556,57366,Round_3,Hole_8,2,243 yds,77 ft 11 in.,Right Bunker
R2026556,57366,Round_3,Hole_8,3,85 ft 10 in.,7 ft 9 in.,Left Green
R2026556,57366,Round_3,Hole_8,4,9 ft 10 in.,21 in,Left Green
R2026556,57366,Round_3,Hole_8,5,21 in,,
R2026556,57366,Round_3,Hole_9,1,205 yds,57 ft 8 in.,Right Green
R2026556,57366,Round_3,Hole_9,2,58 ft 6 in.,8 in,Right Green
R2026556,57366,Round_3,Hole_9,3,8 in,,
R2026556,57366,Round_3,Hole_10,1,315 yds,310 yds,Right Rough
R2026556,57366,Round_3,Hole_10,2,236 yds,76 yds,Right Bunker
R2026556,57366,Round_3,Hole_10,3,81 yds,15 ft 9 in.,Right Green
R2026556,57366,Round_3,Hole_10,4,15 ft 4 in.,9 in,Left Green
R2026556,57366,Round_3,Hole_10,5,9 in,,
R2026556,57366,Round_3,Hole_11,1,344 yds,116 yds,Right Bunker
R2026556,57366,Round_3,Hole_11,2,113 yds,17 ft 1 in.,Left Green
R2026556,57366,Round_3,Hole_11,3,17 ft 1 in.,,
R2026556,57366,Round_3,Hole_12,1,354 yds,316 yds,Left Intermediate
R2026556,57366,Round_3,Hole_12,2,235 yds,81 yds,Right Fairway
R2026556,57366,Round_3,Hole_12,3,83 yds,6 ft 1 in.,Right Green
R2026556,57366,Round_3,Hole_12,4,8 ft 4 in.,22 in,Right Green
R2026556,57366,Round_3,Hole_12,5,22 in,,
R2026556,57366,Round_3,Hole_13,1,190 yds,34 yds,Right Bunker
R2026556,57366,Round_3,Hole_13,2,36 yds,14 ft 2 in.,Left Green
R2026556,57366,Round_3,Hole_13,3,17 ft 9 in.,3 ft 2 in.,Left Green
R2026556,57366,Round_3,Hole_13,4,3 ft 2 in.,,
R2026556,57366,Round_3,Hole_14,1,278 yds,204 yds,Right Fairway
R2026556,57366,Round_3,Hole_14,2,190 yds,41 ft 0 in.,Left Bunker
R2026556,57366,Round_3,Hole_14,3,36 ft 6 in.,4 ft 6 in.,Left Green
R2026556,57366,Round_3,Hole_14,4,4 ft 6 in.,,
R2026556,57366,Round_3,Hole_15,1,150 yds,18 ft 10 in.,Right Green
R2026556,57366,Round_3,Hole_15,2,18 ft 10 in.,,
R2026556,57366,Round_3,Hole_16,1,281 yds,33 ft 5 in.,Right Bunker
R2026556,57366,Round_3,Hole_16,2,37 ft 10 in.,6 ft 0 in.,Right Green
R2026556,57366,Round_3,Hole_16,3,6 ft 4 in.,1 in,Right Green
R2026556,57366,Round_3,Hole_16,4,1 in,,
R2026556,57366,Round_3,Hole_17,1,311 yds,124 yds,Left Fairway
R2026556,57366,Round_3,Hole_17,2,122 yds,27 ft 4 in.,Left Rough
R2026556,57366,Round_3,Hole_17,3,26 ft 0 in.,19 in,Left Green
R2026556,57366,Round_3,Hole_17,4,19 in,,
R2026556,57366,Round_3,Hole_18,1,327 yds,163 yds,Right Intermediate
R2026556,57366,Round_3,Hole_18,2,143 yds,59 ft 6 in.,Right Green
R2026556,57366,Round_3,Hole_18,3,50 ft 9 in.,8 ft 8 in.,Right Green
R2026556,57366,Round_3,Hole_18,4,8 ft 8 in.,,
R2026556,57366,Round_4,Hole_1,1,323 yds,270 yds,Left Fairway
R2026556,57366,Round_4,Hole_1,2,208 yds,65 yds,Right Fairway
R2026556,57366,Round_4,Hole_1,3,70 yds,15 ft 1 in.,Left Green
R2026556,57366,Round_4,Hole_1,4,17 ft 8 in.,2 ft 4 in.,Left Green
R2026556,57366,Round_4,Hole_1,5,2 ft 4 in.,,
R2026556,57366,Round_4,Hole_2,1,302 yds,159 yds,Left Fairway
R2026556,57366,Round_4,Hole_2,2,Penalty,,Fairway
R2026556,57366,Round_4,Hole_2,3,155 yds,13 ft 6 in.,Right Green
R2026556,57366,Round_4,Hole_2,4,13 ft 6 in.,,
R2026556,57366,Round_4,Hole_3,1,304 yds,135 yds,Right Fairway
R2026556,57366,Round_4,Hole_3,2,134 yds,11 ft 7 in.,Right Green
R2026556,57366,Round_4,Hole_3,3,11 ft 7 in.,,
R2026556,57366,Round_4,Hole_4,1,207 yds,21 ft 5 in.,Left Green
R2026556,57366,Round_4,Hole_4,2,21 ft 3 in.,2 in,Left Green
R2026556,57366,Round_4,Hole_4,3,2 in,,
R2026556,57366,Round_4,Hole_5,1,316 yds,94 yds,Right Fairway
R2026556,57366,Round_4,Hole_5,2,96 yds,12 ft 2 in.,Left Green
R2026556,57366,Round_4,Hole_5,3,12 ft 2 in.,,
R2026556,57366,Round_4,Hole_6,1,275 yds,172 yds,Right Bunker
R2026556,57366,Round_4,Hole_6,2,167 yds,27 ft 3 in.,Left Green
R2026556,57366,Round_4,Hole_6,3,26 ft 4 in.,10 in,Left Green
R2026556,57366,Round_4,Hole_6,4,10 in,,
R2026556,57366,Round_4,Hole_7,1,315 yds,158 yds,Right Rough
R2026556,57366,Round_4,Hole_7,2,144 yds,40 yds,Left Rough
R2026556,57366,Round_4,Hole_7,3,39 yds,6 ft 5 in.,Right Green
R2026556,57366,Round_4,Hole_7,4,6 ft 5 in.,,
R2026556,57366,Round_4,Hole_8,1,346 yds,235 yds,Left Fairway
R2026556,57366,Round_4,Hole_8,2,225 yds,39 ft 7 in.,Right Green
R2026556,57366,Round_4,Hole_8,3,35 ft 7 in.,3 ft 11 in.,Left Green
R2026556,57366,Round_4,Hole_8,4,3 ft 11 in.,,
R2026556,57366,Round_4,Hole_9,1,207 yds,37 ft 4 in.,Left Green
R2026556,57366,Round_4,Hole_9,2,33 ft 7 in.,3 ft 8 in.,Right Green
R2026556,57366,Round_4,Hole_9,3,3 ft 8 in.,,
R2026556,57366,Round_4,Hole_10,1,298 yds,335 yds,Right Fairway
R2026556,57366,Round_4,Hole_10,2,209 yds,131 yds,Left Fairway
R2026556,57366,Round_4,Hole_10,3,119 yds,38 ft 0 in.,Left Green
R2026556,57366,Round_4,Hole_10,4,43 ft 5 in.,5 ft 6 in.,Left Green
R2026556,57366,Round_4,Hole_10,5,5 ft 6 in.,,
R2026556,57366,Round_4,Hole_11,1,306 yds,154 yds,Right Intermediate
R2026556,57366,Round_4,Hole_11,2,160 yds,35 ft 4 in.,Left Fairway
R2026556,57366,Round_4,Hole_11,3,31 ft 8 in.,3 ft 8 in.,Right Green
R2026556,57366,Round_4,Hole_11,4,5 ft 5 in.,16 in,Right Green
R2026556,57366,Round_4,Hole_11,5,16 in,,
R2026556,57366,Round_4,Hole_12,1,322 yds,261 yds,Left Fairway
R2026556,57366,Round_4,Hole_12,2,251 yds,46 ft 1 in.,Right Bunker
R2026556,57366,Round_4,Hole_12,3,44 ft 3 in.,3 ft 3 in.,Left Green
R2026556,57366,Round_4,Hole_12,4,3 ft 3 in.,,
R2026556,57366,Round_4,Hole_13,1,221 yds,69 ft 2 in.,Left Rough
R2026556,57366,Round_4,Hole_13,2,48 ft 10 in.,20 ft 3 in.,Right Green
R2026556,57366,Round_4,Hole_13,3,23 ft 5 in.,2 ft 9 in.,Right Green
R2026556,57366,Round_4,Hole_13,4,2 ft 9 in.,,
R2026556,57366,Round_4,Hole_14,1,329 yds,129 yds,Left Rough
R2026556,57366,Round_4,Hole_14,2,116 yds,38 ft 7 in.,Left Fairway
R2026556,57366,Round_4,Hole_14,3,36 ft 6 in.,2 ft 1 in.,Right Green
R2026556,57366,Round_4,Hole_14,4,2 ft 1 in.,,
R2026556,57366,Round_4,Hole_15,1,143 yds,12 ft 0 in.,Left Green
R2026556,57366,Round_4,Hole_15,2,12 ft 0 in.,,
R2026556,57366,Round_4,Hole_16,1,333 yds,38 ft 4 in.,Right Green
R2026556,57366,Round_4,Hole_16,2,41 ft 5 in.,2 ft 8 in.,Left Green
R2026556,57366,Round_4,Hole_16,3,2 ft 8 in.,,
R2026556,57366,Round_4,Hole_17,1,325 yds,145 yds,Left Fairway
R2026556,57366,Round_4,Hole_17,2,138 yds,21 ft 5 in.,Right Green
R2026556,57366,Round_4,Hole_17,3,23 ft 0 in.,14 in,Right Green
R2026556,57366,Round_4,Hole_17,4,14 in,,
R2026556,57366,Round_4,Hole_18,1,314 yds,171 yds,Right Fairway
R2026556,57366,Round_4,Hole_18,2,166 yds,55 ft 4 in.,Right Rough
R2026556,57366,Round_4,Hole_18,3,49 ft 2 in.,6 ft 7 in.,Left Green
R2026556,57366,Round_4,Hole_18,4,6 ft 7 in.,,
