tournament,player,round,hole,shotNumber,shotDist,toHole,location
R2026556,46464,Round_2,Hole_2,2,161 yds,34 ft 7 in.,Left Green
R2026556,46464,Round_2,Hole_2,3,37 ft 10 in.,2 ft 11 in.,Left Green
R2026556,46464,Round_2,Hole_2,4,2 ft 11 in.,,
R2026556,46464,Round_2,Hole_3,1,263 yds,159 yds,Left Fairway
R2026556,46464,Round_2,Hole_3,2,165 yds,45 ft 3 in.,Left Fairway
R2026556,46464,Round_2,Hole_3,3,37 ft 1 in.,8 ft 2 in.,Right Green
R2026556,46464,Round_2,Hole_3,4,8 ft 9 in.,8 in,Right Green
R2026556,46464,Round_2,Hole_3,5,8 in,,
R2026556,46464,Round_2,Hole_4,1,167 yds,16 ft 6 in.,Right Fairway
R2026556,46464,Round_2,Hole_4,2,16 ft 6 in.,,
R2026556,46464,Round_2,Hole_5,1,259 yds,143 yds,Left Fairway
R2026556,46464,Round_2,Hole_5,2,143 yds,16 in,Left Green
R2026556,46464,Round_2,Hole_5,3,16 in,,
R2026556,46464,Round_2,Hole_6,1,266 yds,157 yds,Right Fairway
R2026556,46464,Round_2,Hole_6,2,157 yds,29 ft 9 in.,Left Green
R2026556,46464,Round_2,Hole_6,3,29 ft 0 in.,12 in,Right Green
R2026556,46464,Round_2,Hole_6,4,12 in,,
R2026556,46464,Round_2,Hole_7,1,297 yds,178 yds,Right Fairway
R2026556,46464,Round_2,Hole_7,2,174 yds,24 ft 7 in.,Left Rough
R2026556,46464,Round_2,Hole_7,3,29 ft 1 in.,4 ft 2 in.,Left Green
R2026556,46464,Round_2,Hole_7,4,7 ft 4 in.,2 ft 9 in.,Left Green
R2026556,46464,Round_2,Hole_7,5,2 ft 9 in.,,
R2026556,46464,Round_2,Hole_8,1,288 yds,266 yds,Right Fairway
R2026556,46464,Round_2,Hole_8,2,247 yds,56 ft 7 in.,Right Intermediate
R2026556,46464,Round_2,Hole_8,3,61 ft 1 in.,4 ft 1 in.,Right Green
R2026556,46464,Round_2,Hole_8,4,6 ft 6 in.,2 ft 2 in.,Right Green
R2026556,46464,Round_2,Hole_8,5,2 ft 2 in.,,
R2026556,46464,Round_2,Hole_9,1,217 yds,47 ft 10 in.,Left Bunker
R2026556,46464,Round_2,Hole_9,2,51 ft 6 in.,4 ft 3 in.,Left Green
R2026556,46464,Round_2,Hole_9,3,4 ft 3 in.,,
R2026556,46464,Round_2,Hole_10,1,349 yds,252 yds,Right Rough
R2026556,46464,Round_2,Hole_10,2,239 yds,42 ft 7 in.,Left Rough
R2026556,46464,Round_2,Hole_10,3,29 ft 8 in.,12 ft 10 in.,Left Green
R2026556,46464,Round_2,Hole_10,4,13 ft 10 in.,9 in,Left Green
R2026556,46464,Round_2,Hole_10,5,9 in,,
R2026556,46464,Round_2,Hole_11,1,285 yds,156 yds,Right Rough
R2026556,46464,Round_2,Hole_11,2,172 yds,55 ft 2 in.,Left Green
R2026556,46464,Round_2,Hole_11,3,50 ft 2 in.,5 ft 3 in.,Right Green
R2026556,46464,Round_2,Hole_11,4,7 ft 1 in.,18 in,Right Green
R2026556,46464,Round_2,Hole_11,5,18 in,,
R2026556,46464,Round_2,Hole_12,1,311 yds,293 yds,Right Rough
R2026556,46464,Round_2,Hole_12,2,246 yds,48 yds,Right Fairway
R2026556,46464,Round_2,Hole_12,3,52 yds,13 ft 1 in.,Left Green
R2026556,46464,Round_2,Hole_12,4,17 ft 11 in.,4 ft 6 in.,Left Green
R2026556,46464,Round_2,Hole_12,5,4 ft 6 in.,,
R2026556,46464,Round_2,Hole_13,1,238 yds,44 ft 5 in.,Right Bunker
R2026556,46464,Round_2,Hole_13,2,39 ft 7 in.,4 ft 10 in.,Right Green
R2026556,46464,Round_2,Hole_13,3,4 ft 10 in.,,
R2026556,46464,Round_2,Hole_14,1,287 yds,190 yds,Left Bunker
R2026556,46464,Round_2,Hole_14,2,184 yds,28 ft 4 in.,Right Green
R2026556,46464,Round_2,Hole_14,3,28 ft 4 in.,,
R2026556,46464,Round_2,Hole_15,1,150 yds,36 ft 9 in.,Left Green
R2026556,46464,Round_2,Hole_15,2,36 ft 0 in.,10 in,Left Green
R2026556,46464,Round_2,Hole_15,3,10 in,,
R2026556,46464,Round_2,Hole_16,1,279 yds,30 ft 2 in.,Left Green
R2026556,46464,Round_2,Hole_16,2,29 ft 11 in.,6 in,Right Green
R2026556,46464,Round_2,Hole_16,3,6 in,,
R2026556,46464,Round_2,Hole_17,1,289 yds,173 yds,Left Bunker
R2026556,46464,Round_2,Hole_17,2,159 yds,58 ft 3 in.,Left Rough
R2026556,46464,Round_2,Hole_17,3,56 ft 5 in.,22 in,Right Green
R2026556,46464,Round_2,Hole_17,4,22 in,,
R2026556,46464,Round_2,Hole_18,1,278 yds,201 yds,Left Water
R2026556,46464,Round_2,Hole_18,2,Penalty,,Primary Rough
R2026556,46464,Round_2,Hole_18,3,184 yds,64 ft 0 in.,Left Water
R2026556,46464,Round_2,Hole_18,4,Penalty,,Fairway
R2026556,46464,Round_2,Hole_18,5,89 yds,35 ft 8 in.,Left Green
R2026556,46464,Round_2,Hole_18,6,35 ft 1 in.,21 in,Left Green
R2026556,46464,Round_2,Hole_18,7,21 in,,
R2026556,46464,Round_3,Hole_1,1,312 yds,287 yds,Right Bunker
R2026556,46464,Round_3,Hole_1,2,131 yds,156 yds,Right Fairway
R2026556,46464,Round_3,Hole_1,3,159 yds,11 ft 0 in.,Right Green
R2026556,46464,Round_3,Hole_1,4,11 ft 0 in.,,
R2026556,46464,Round_3,Hole_2,1,328 yds,135 yds,Right Fairway
R2026556,46464,Round_3,Hole_2,2,123 yds,36 ft 3 in.,Right Green
R2026556,46464,Round_3,Hole_2,3,35 ft 4 in.,16 in,Right Green
R2026556,46464,Round_3,Hole_2,4,16 in,,
R2026556,46464,Round_3,Hole_3,1,283 yds,174 yds,Left Fairway
R2026556,46464,Round_3,Hole_3,2,171 yds,14 ft 11 in.,Left Green
R2026556,46464,Round_3,Hole_3,3,16 ft 1 in.,13 in,Left Green
R2026556,46464,Round_3,Hole_3,4,13 in,,
R2026556,46464,Round_3,Hole_4,1,212 yds,14 ft 9 in.,Right Green
R2026556,46464,Round_3,Hole_4,2,15 ft 6 in.,8 in,Right Green
R2026556,46464,Round_3,Hole_4,3,8 in,,
R2026556,46464,Round_3,Hole_5,1,270 yds,139 yds,Left Fairway
R2026556,46464,Round_3,Hole_5,2,159 yds,59 ft 3 in.,Right Green
R2026556,46464,Round_3,Hole_5,3,62 ft 7 in.,4 ft 2 in.,Right Green
R2026556,46464,Round_3,Hole_5,4,4 ft 11 in.,9 in,Right Green
R2026556,46464,Round_3,Hole_5,5,9 in,,
R2026556,46464,Round_3,Hole_6,1,274 yds,168 yds,Right Bunker
R2026556,46464,Round_3,Hole_6,2,154 yds,60 ft 7 in.,Left Rough
R2026556,46464,Round_3,Hole_6,3,62 ft 7 in.,2 ft 0 in.,Left Green
R2026556,46464,Round_3,Hole_6,4,2 ft 0 in.,,
R2026556,46464,Round_3,Hole_7,1,311 yds,139 yds,Right Fairway
R2026556,46464,Round_3,Hole_7,2,141 yds,4 ft 1 in.,Right Green
R2026556,46464,Round_3,Hole_7,3,4 ft 1 in.,,
R2026556,46464,Round_3,Hole_8,1,309 yds,250 yds,Left Fairway
R2026556,46464,Round_3,Hole_8,2,259 yds,46 ft 9 in.,Right Rough
R2026556,46464,Round_3,Hole_8,3,53 ft 8 in.,6 ft 10 in.,Left Green
R2026556,46464,Round_3,Hole_8,4,6 ft 10 in.,,
R2026556,46464,Round_3,Hole_9,1,189 yds,18 ft 6 in.,Left Green
R2026556,46464,Round_3,Hole_9,2,22 ft 8 in.,3 ft 10 in.,Right Green
R2026556,46464,Round_3,Hole_9,3,3 ft 10 in.,,
R2026556,46464,Round_3,Hole_10,1,346 yds,244 yds,Right Intermediate
R2026556,46464,Round_3,Hole_10,2,207 yds,37 yds,Right Bunker
R2026556,46464,Round_3,Hole_10,3,34 yds,10 ft 6 in.,Right Green
R2026556,46464,Round_3,Hole_10,4,11 ft 9 in.,12 in,Right Green
R2026556,46464,Round_3,Hole_10,5,12 in,,
R2026556,46464,Round_3,Hole_11,1,312 yds,151 yds,Left Fairway
R2026556,46464,Round_3,Hole_11,2,164 yds,38 ft 11 in.,Left Bunker
R2026556,46464,Round_3,Hole_11,3,34 ft 6 in.,4 ft 5 in.,Left Green
R2026556,46464,Round_3,Hole_11,4,4 ft 10 in.,3 ft 0 in.,Left Green
R2026556,46464,Round_3,Hole_11,5,3 ft 0 in.,,
R2026556,46464,Round_3,Hole_12,1,349 yds,320 yds,Left Intermediate
R2026556,46464,Round_3,Hole_12,2,297 yds,44 yds,Left Bunker
R2026556,46464,Round_3,Hole_12,3,98 ft 1 in.,33 ft 5 in.,Right Green
R2026556,46464,Round_3,Hole_12,4,32 ft 3 in.,20 in,Right Green
R2026556,46464,Round_3,Hole_12,5,20 in,,
R2026556,46464,Round_3,Hole_13,1,204 yds,91 ft 6 in.,Right Bunker
R2026556,46464,Round_3,Hole_13,2,88 ft 8 in.,6 ft 4 in.,Left Green
R2026556,46464,Round_3,Hole_13,3,6 ft 4 in.,,
R2026556,46464,Round_3,Hole_14,1,308 yds,161 yds,Left Fairway
R2026556,46464,Round_3,Hole_14,2,158 yds,39 ft 10 in.,Right Green
R2026556,46464,Round_3,Hole_14,3,36 ft 1 in.,3 ft 8 in.,Left Green
R2026556,46464,Round_3,Hole_14,4,3 ft 8 in.,,
R2026556,46464,Round_3,Hole_15,1,132 yds,76 ft 4 in.,Left Rough
R2026556,46464,Round_3,Hole_15,2,54 ft 4 in.,23 ft 0 in.,Right Green
R2026556,46464,Round_3,Hole_15,3,23 ft 1 in.,4 in,Right Green
R2026556,46464,Round_3,Hole_15,4,4 in,,
R2026556,46464,Round_3,Hole_16,1,303 yds,58 ft 1 in.,Left Rough
R2026556,46464,Round_3,Hole_16,2,41 ft 4 in.,16 ft 8 in.,Right Green
R2026556,46464,Round_3,Hole_16,3,16 ft 9 in.,1 in,Right Green
R2026556,46464,Round_3,Hole_16,4,1 in,,
R2026556,46464,Round_3,Hole_17,1,277 yds,159 yds,Left Fairway
R2026556,46464,Round_3,Hole_17,2,154 yds,16 ft 3 in.,Left Green
R2026556,46464,Round_3,Hole_17,3,15 ft 0 in.,18 in,Left Green
R2026556,46464,Round_3,Hole_17,4,18 in,,
R2026556,46464,Round_3,Hole_18,1,287 yds,205 yds,Right Intermediate
R2026556,46464,Round_3,Hole_18,2,180 yds,79 ft 6 in.,Right Green
R2026556,46464,Round_3,Hole_18,3,74 ft 3 in.,5 ft 3 in.,Right Green
R2026556,46464,Round_3,Hole_18,4,5 ft 3 in.,,
R2026556,46464,Round_4,Hole_1,1,292 yds,297 yds,Right Fairway
R2026556,46464,Round_4,Hole_1,2,265 yds,98 ft 1 in.,Left Bunker
R2026556,46464,Round_4,Hole_1,3,83 ft 1 in.,15 ft 1 in.,Left Green
R2026556,46464,Round_4,Hole_1,4,17 ft 1 in.,19 in,Left Green
R2026556,46464,Round_4,Hole_1,5,19 in,,
R2026556,46464,Round_4,Hole_2,1,288 yds,170 yds,Right Fairway
R2026556,46464,Round_4,Hole_2,2,157 yds,37 ft 6 in.,Right Green
R2026556,46464,Round_4,Hole_2,3,37 ft 6 in.,,
R2026556,46464,Round_4,Hole_3,1,266 yds,175 yds,Right Fairway
R2026556,46464,Round_4,Hole_3,2,179 yds,48 ft 1 in.,Left Green
R2026556,46464,Round_4,Hole_3,3,51 ft 4 in.,3 ft 0 in.,Right Green
R2026556,46464,Round_4,Hole_3,4,3 ft 0 in.,,
R2026556,46464,Round_4,Hole_4,1,209 yds,44 ft 3 in.,Left Bunker
R2026556,46464,Round_4,Hole_4,2,43 ft 9 in.,12 in,Left Green
R2026556,46464,Round_4,Hole_4,3,12 in,,
R2026556,46464,Round_4,Hole_5,1,296 yds,110 yds,Right Fairway
R2026556,46464,Round_4,Hole_5,2,89 yds,67 ft 3 in.,Left Green
R2026556,46464,Round_4,Hole_5,3,64 ft 3 in.,9 ft 7 in.,Left Green
R2026556,46464,Round_4,Hole_5,4,9 ft 7 in.,,
R2026556,46464,Round_4,Hole_6,1,284 yds,159 yds,Right Fairway
R2026556,46464,Round_4,Hole_6,2,153 yds,17 ft 5 in.,Right Green
R2026556,46464,Round_4,Hole_6,3,18 ft 9 in.,11 in,Right Green
R2026556,46464,Round_4,Hole_6,4,11 in,,
R2026556,46464,Round_4,Hole_7,1,297 yds,175 yds,Right Fairway
R2026556,46464,Round_4,Hole_7,2,178 yds,13 ft 0 in.,Right Green
R2026556,46464,Round_4,Hole_7,3,14 ft 0 in.,7 in,Right Green
R2026556,46464,Round_4,Hole_7,4,7 in,,
R2026556,46464,Round_4,Hole_8,1,318 yds,262 yds,Left Fairway
R2026556,46464,Round_4,Hole_8,2,253 yds,29 ft 8 in.,Left Green
R2026556,46464,Round_4,Hole_8,3,26 ft 1 in.,3 ft 7 in.,Left Green
R2026556,46464,Round_4,Hole_8,4,3 ft 7 in.,,
R2026556,46464,Round_4,Hole_9,1,208 yds,27 ft 4 in.,Left Green
R2026556,46464,Round_4,Hole_9,2,25 ft 11 in.,20 in,Right Green
R2026556,46464,Round_4,Hole_9,3,20 in,,
R2026556,46464,Round_4,Hole_10,1,286 yds,350 yds,Right Fairway
R2026556,46464,Round_4,Hole_10,2,231 yds,127 yds,Left Fairway
R2026556,46464,Round_4,Hole_10,3,140 yds,49 ft 0 in.,Left Rough
R2026556,46464,Round_4,Hole_10,4,56 ft 10 in.,7 ft 6 in.,Left Green
R2026556,46464,Round_4,Hole_10,5,7 ft 6 in.,,
R2026556,46464,Round_4,Hole_11,1,302 yds,159 yds,Right Rough
R2026556,46464,Round_4,Hole_11,2,126 yds,99 ft 11 in.,Right Bunker
R2026556,46464,Round_4,Hole_11,3,78 ft 7 in.,21 ft 8 in.,Right Green
R2026556,46464,Round_4,Hole_11,4,20 ft 1 in.,19 in,Right Green
R2026556,46464,Round_4,Hole_11,5,19 in,,
R2026556,46464,Round_4,Hole_12,1,288 yds,293 yds,Right Fairway
R2026556,46464,Round_4,Hole_12,2,268 yds,38 yds,Left Rough
R2026556,46464,Round_4,Hole_12,3,37 yds,5 ft 7 in.,Left Green
R2026556,46464,Round_4,Hole_12,4,5 ft 7 in.,,
R2026556,46464,Round_4,Hole_13,1,221 yds,43 ft 9 in.,Left Green
R2026556,46464,Round_4,Hole_13,2,41 ft 8 in.,2 ft 1 in.,Right Green
R2026556,46464,Round_4,Hole_13,3,2 ft 1 in.,,
R2026556,46464,Round_4,Hole_14,1,305 yds,158 yds,Left Rough
R2026556,46464,Round_4,Hole_14,2,139 yds,57 ft 2 in.,Left Fairway
R2026556,46464,Round_4,Hole_14,3,56 ft 4 in.,11 in,Right Green
R2026556,46464,Round_4,Hole_14,4,11 in,,
R2026556,46464,Round_4,Hole_15,1,138 yds,32 ft 9 in.,Right Green
R2026556,46464,Round_4,Hole_15,2,32 ft 2 in.,19 in,Left Green
R2026556,46464,Round_4,Hole_15,3,19 in,,
R2026556,46464,Round_4,Hole_16,1,335 yds,50 ft 9 in.,Right Green
R2026556,46464,Round_4,Hole_16,2,43 ft 7 in.,7 ft 2 in.,Left Green
R2026556,46464,Round_4,Hole_16,3,7 ft 2 in.,,
R2026556,46464,Round_4,Hole_17,1,312 yds,157 yds,Left Fairway
R2026556,46464,Round_4,Hole_17,2,155 yds,16 ft 7 in.,Left Green
R2026556,46464,Round_4,Hole_17,3,16 ft 8 in.,9 in,Right Green
R2026556,46464,Round_4,Hole_17,4,9 in,,
R2026556,46464,Round_4,Hole_18,1,310 yds,167 yds,Left Fairway
R2026556,46464,Round_4,Hole_18,2,160 yds,25 ft 1 in.,Left Green
R2026556,46464,Round_4,Hole_18,3,22 ft 5 in.,2 ft 10 in.,Left Green
R2026556,46464,Round_4,Hole_18,4,2 ft 10 in.,,
R2026556,46717,Round_1,Hole_1,1,348 yds,216 yds,Right Fairway
R2026556,46717,Round_1,Hole_1,2,233 yds,63 ft 3 in.,Left Fairway
R2026556,46717,Round_1,Hole_1,3,75 ft 9 in.,12 ft 5 in.,Left Green
R2026556,46717,Round_1,Hole_1,4,12 ft 2 in.,10 in,Left Green
R2026556,46717,Round_1,Hole_1,5,10 in,,
R2026556,46717,Round_1,Hole_2,1,322 yds,148 yds,Right Bunker
R2026556,46717,Round_1,Hole_2,2,159 yds,33 ft 3 in.,Right Green
R2026556,46717,Round_1,Hole_2,3,33 ft 3 in.,,
R2026556,46717,Round_1,Hole_3,1,260 yds,177 yds,Right Fairway
R2026556,46717,Round_1,Hole_3,2,171 yds,22 ft 5 in.,Right Green
R2026556,46717,Round_1,Hole_3,3,22 ft 2 in.,5 in,Right Green
R2026556,46717,Round_1,Hole_3,4,5 in,,
R2026556,46717,Round_1,Hole_4,1,206 yds,59 ft 1 in.,Right Rough
R2026556,46717,Round_1,Hole_4,2,49 ft 4 in.,9 ft 10 in.,Left Green
R2026556,46717,Round_1,Hole_4,3,9 ft 10 in.,,
R2026556,46717,Round_1,Hole_5,1,331 yds,70 yds,Left Fairway
R2026556,46717,Round_1,Hole_5,2,87 yds,52 ft 3 in.,Right Rough
R2026556,46717,Round_1,Hole_5,3,18 ft 4 in.,36 ft 2 in.,Right Rough
R2026556,46717,Round_1,Hole_5,4,70 ft 9 in.,34 ft 3 in.,Left Green
R2026556,46717,Round_1,Hole_5,5,33 ft 0 in.,17 in,Right Green
R2026556,46717,Round_1,Hole_5,6,17 in,,
R2026556,46717,Round_1,Hole_6,1,261 yds,162 yds,Right Intermediate
R2026556,46717,Round_1,Hole_6,2,179 yds,50 ft 1 in.,Right Green
R2026556,46717,Round_1,Hole_6,3,44 ft 3 in.,5 ft 10 in.,Left Green
R2026556,46717,Round_1,Hole_6,4,7 ft 3 in.,14 in,Left Green
R2026556,46717,Round_1,Hole_6,5,14 in,,
R2026556,46717,Round_1,Hole_7,1,307 yds,174 yds,Right Fairway
R2026556,46717,Round_1,Hole_7,2,175 yds,5 ft 11 in.,Right Green
R2026556,46717,Round_1,Hole_7,3,8 ft 6 in.,2 ft 4 in.,Right Green
R2026556,46717,Round_1,Hole_7,4,2 ft 4 in.,,
R2026556,46717,Round_1,Hole_8,1,297 yds,275 yds,Right Intermediate
R2026556,46717,Round_1,Hole_8,2,244 yds,47 yds,Right Fairway
R2026556,46717,Round_1,Hole_8,3,53 yds,17 ft 8 in.,Left Green
R2026556,46717,Round_1,Hole_8,4,19 ft 2 in.,18 in,Left Green
R2026556,46717,Round_1,Hole_8,5,18 in,,
R2026556,46717,Round_1,Hole_9,1,215 yds,28 ft 9 in.,Left Green
R2026556,46717,Round_1,Hole_9,2,25 ft 5 in.,3 ft 4 in.,Right Green
R2026556,46717,Round_1,Hole_9,3,3 ft 4 in.,,
R2026556,46717,Round_1,Hole_10,1,323 yds,291 yds,Right Fairway
R2026556,46717,Round_1,Hole_10,2,307 yds,51 ft 6 in.,Left Rough
R2026556,46717,Round_1,Hole_10,3,44 ft 7 in.,7 ft 0 in.,Left Green
R2026556,46717,Round_1,Hole_10,4,7 ft 0 in.,,
R2026556,46717,Round_1,Hole_11,1,296 yds,140 yds,Right Fairway
R2026556,46717,Round_1,Hole_11,2,144 yds,18 ft 7 in.,Left Green
R2026556,46717,Round_1,Hole_11,3,20 ft 7 in.,2 ft 8 in.,Left Green
R2026556,46717,Round_1,Hole_11,4,2 ft 8 in.,,
R2026556,46717,Round_1,Hole_12,1,334 yds,328 yds,Left Rough
R2026556,46717,Round_1,Hole_12,2,232 yds,100 yds,Left Rough
R2026556,46717,Round_1,Hole_12,3,107 yds,19 ft 7 in.,Right Green
R2026556,46717,Round_1,Hole_12,4,18 ft 5 in.,14 in,Right Green
R2026556,46717,Round_1,Hole_12,5,14 in,,
R2026556,46717,Round_1,Hole_13,1,244 yds,35 ft 9 in.,Left Bunker
R2026556,46717,Round_1,Hole_13,2,47 ft 8 in.,11 ft 10 in.,Right Green
R2026556,46717,Round_1,Hole_13,3,12 ft 6 in.,5 in,Left Green
R2026556,46717,Round_1,Hole_13,4,5 in,,
R2026556,46717,Round_1,Hole_14,1,319 yds,165 yds,Right Fairway
R2026556,46717,Round_1,Hole_14,2,154 yds,33 ft 4 in.,Left Bunker
R2026556,46717,Round_1,Hole_14,3,35 ft 6 in.,2 ft 11 in.,Left Green
R2026556,46717,Round_1,Hole_14,4,2 ft 11 in.,,
R2026556,46717,Round_1,Hole_15,1,158 yds,26 ft 5 in.,Right Green
R2026556,46717,Round_1,Hole_15,2,27 ft 3 in.,13 in,Right Green
R2026556,46717,Round_1,Hole_15,3,13 in,,
R2026556,46717,Round_1,Hole_16,1,234 yds,128 yds,Right Fairway
R2026556,46717,Round_1,Hole_16,2,123 yds,21 ft 10 in.,Right Green
R2026556,46717,Round_1,Hole_16,3,25 ft 10 in.,3 ft 8 in.,Right Green
R2026556,46717,Round_1,Hole_16,4,3 ft 8 in.,,
R2026556,46717,Round_1,Hole_17,1,265 yds,210 yds,Left Rough
R2026556,46717,Round_1,Hole_17,2,165 yds,46 yds,Left Bunker
R2026556,46717,Round_1,Hole_17,3,50 yds,31 ft 0 in.,Right Green
R2026556,46717,Round_1,Hole_17,4,30 ft 5 in.,6 in,Left Green
R2026556,46717,Round_1,Hole_17,5,6 in,,
R2026556,46717,Round_1,Hole_18,1,277 yds,189 yds,Right Rough
R2026556,46717,Round_1,Hole_18,2,181 yds,39 ft 3 in.,Right Fairway
R2026556,46717,Round_1,Hole_18,3,41 ft 1 in.,18 in,Left Green
R2026556,46717,Round_1,Hole_18,4,18 in,,
R2026556,46717,Round_2,Hole_1,1,303 yds,265 yds,Right Fairway
R2026556,46717,Round_2,Hole_1,2,277 yds,48 ft 3 in.,Left Fairway
R2026556,46717,Round_2,Hole_1,3,59 ft 9 in.,11 ft 2 in.,Right Green
R2026556,46717,Round_2,Hole_1,4,13 ft 5 in.,23 in,Right Green
R2026556,46717,Round_2,Hole_1,5,23 in,,
R2026556,46717,Round_2,Hole_2,1,312 yds,157 yds,Right Fairway
R2026556,46717,Round_2,Hole_2,2,168 yds,34 ft 4 in.,Left Fairway
R2026556,46717,Round_2,Hole_2,3,35 ft 1 in.,13 in,Left Green
R2026556,46717,Round_2,Hole_2,4,13 in,,
R2026556,46717,Round_2,Hole_3,1,256 yds,159 yds,Right Fairway
R2026556,46717,Round_2,Hole_3,2,163 yds,21 ft 0 in.,Left Green
R2026556,46717,Round_2,Hole_3,3,21 ft 0 in.,,
R2026556,46717,Round_2,Hole_4,1,178 yds,42 ft 9 in.,Left Green
R2026556,46717,Round_2,Hole_4,2,41 ft 0 in.,2 ft 9 in.,Right Green
R2026556,46717,Round_2,Hole_4,3,2 ft 9 in.,,
R2026556,46717,Round_2,Hole_5,1,324 yds,81 yds,Right Fairway
R2026556,46717,Round_2,Hole_5,2,90 yds,25 ft 10 in.,Right Green
R2026556,46717,Round_2,Hole_5,3,23 ft 6 in.,2 ft 4 in.,Left Green
R2026556,46717,Round_2,Hole_5,4,2 ft 4 in.,,
R2026556,46717,Round_2,Hole_6,1,286 yds,138 yds,Left Fairway
R2026556,46717,Round_2,Hole_6,2,147 yds,29 ft 6 in.,Right Bunker
R2026556,46717,Round_2,Hole_6,3,13 ft 11 in.,15 ft 11 in.,Right Rough
R2026556,46717,Round_2,Hole_6,4,18 ft 1 in.,2 ft 3 in.,Right Green
R2026556,46717,Round_2,Hole_6,5,2 ft 3 in.,,
R2026556,46717,Round_2,Hole_7,1,289 yds,189 yds,Right Fairway
R2026556,46717,Round_2,Hole_7,2,185 yds,38 ft 1 in.,Left Bunker
R2026556,46717,Round_2,Hole_7,3,47 ft 3 in.,9 ft 0 in.,Left Green
R2026556,46717,Round_2,Hole_7,4,9 ft 0 in.,,
R2026556,46717,Round_2,Hole_8,1,322 yds,230 yds,Left Fairway
R2026556,46717,Round_2,Hole_8,2,241 yds,50 ft 10 in.,Right Green
R2026556,46717,Round_2,Hole_8,3,48 ft 1 in.,2 ft 9 in.,Right Green
R2026556,46717,Round_2,Hole_8,4,2 ft 9 in.,,
R2026556,46717,Round_2,Hole_9,1,217 yds,50 ft 2 in.,Left Bunker
R2026556,46717,Round_2,Hole_9,2,59 ft 4 in.,9 ft 0 in.,Left Green
R2026556,46717,Round_2,Hole_9,3,9 ft 0 in.,,
R2026556,46717,Round_2,Hole_10,1,289 yds,287 yds,Left Water
R2026556,46717,Round_2,Hole_10,2,Penalty,,Tee Box
R2026556,46717,Round_2,Hole_10,3,305 yds,301 yds,Right Fairway
R2026556,46717,Round_2,Hole_10,4,284 yds,69 ft 4 in.,Right Rough
R2026556,46717,Round_2,Hole_10,5,70 ft 8 in.,3 ft 9 in.,Left Green
R2026556,46717,Round_2,Hole_10,6,3 ft 9 in.,,
R2026556,46717,Round_2,Hole_11,1,307 yds,134 yds,Right Bunker
R2026556,46717,Round_2,Hole_11,2,148 yds,46 ft 4 in.,Left Green
R2026556,46717,Round_2,Hole_11,3,41 ft 0 in.,5 ft 10 in.,Right Green
R2026556,46717,Round_2,Hole_11,4,5 ft 10 in.,,
R2026556,46717,Round_2,Hole_12,1,310 yds,295 yds,Right Fairway
R2026556,46717,Round_2,Hole_12,2,306 yds,65 ft 11 in.,Right Bunker
R2026556,46717,Round_2,Hole_12,3,73 ft 1 in.,8 ft 7 in.,Left Green
R2026556,46717,Round_2,Hole_12,4,8 ft 7 in.,,
R2026556,46717,Round_2,Hole_13,1,252 yds,49 ft 8 in.,Right Green
R2026556,46717,Round_2,Hole_13,2,48 ft 7 in.,22 in,Right Green
R2026556,46717,Round_2,Hole_13,3,22 in,,
R2026556,46717,Round_2,Hole_14,1,328 yds,161 yds,Right Fairway
R2026556,46717,Round_2,Hole_14,2,156 yds,30 ft 1 in.,Right Green
R2026556,46717,Round_2,Hole_14,3,33 ft 2 in.,2 ft 9 in.,Right Green
R2026556,46717,Round_2,Hole_14,4,2 ft 9 in.,,
R2026556,46717,Round_2,Hole_15,1,154 yds,25 ft 2 in.,Left Green
R2026556,46717,Round_2,Hole_15,2,29 ft 6 in.,3 ft 11 in.,Left Green
R2026556,46717,Round_2,Hole_15,3,3 ft 11 in.,,
R2026556,46717,Round_2,Hole_16,1,279 yds,65 ft 2 in.,Left Fairway
R2026556,46717,Round_2,Hole_16,2,53 ft 7 in.,13 ft 0 in.,Left Green
R2026556,46717,Round_2,Hole_16,3,13 ft 2 in.,7 in,Right Green
R2026556,46717,Round_2,Hole_16,4,7 in,,
R2026556,46717,Round_2,Hole_17,1,278 yds,169 yds,Right Bunker
R2026556,46717,Round_2,Hole_17,2,154 yds,58 ft 5 in.,Left Green
R2026556,46717,Round_2,Hole_17,3,50 ft 3 in.,8 ft 2 in.,Right Green
R2026556,46717,Round_2,Hole_17,4,8 ft 2 in.,,
R2026556,46717,Round_2,Hole_18,1,289 yds,206 yds,Right Rough
R2026556,46717,Round_2,Hole_18,2,192 yds,43 ft 6 in.,Left Green
R2026556,46717,Round_2,Hole_18,3,39 ft 9 in.,4 ft 9 in.,Left Green
R2026556,46717,Round_2,Hole_18,4,4 ft 9 in.,,
R2026556,46717,Round_3,Hole_1,1,356 yds,244 yds,Right Fairway
R2026556,46717,Round_3,Hole_1,2,237 yds,27 ft 7 in.,Left Green
R2026556,46717,Round_3,Hole_1,3,27 ft 9 in.,9 in,Right Green
R2026556,46717,Round_3,Hole_1,4,9 in,,
R2026556,46717,Round_3,Hole_2,1,341 yds,121 yds,Right Fairway
R2026556,46717,Round_3,Hole_2,2,123 yds,16 ft 4 in.,Right Fairway
R2026556,46717,Round_3,Hole_2,3,15 ft 9 in.,8 in,Right Green
R2026556,46717,Round_3,Hole_2,4,8 in,,
