tournament,player,round,hole,shotNumber,shotDist,toHole,location
R2026556,22405,Round_1,Hole_18,4,48 ft 4 in.,2 ft 11 in.,Left Green
R2026556,22405,Round_1,Hole_18,5,2 ft 11 in.,,
R2026556,22405,Round_2,Hole_1,1,279 yds,212 yds,Left Fairway
R2026556,22405,Round_2,Hole_1,2,197 yds,48 ft 7 in.,Left Bunker
R2026556,22405,Round_2,Hole_1,3,55 ft 10 in.,19 ft 10 in.,Right Green
R2026556,22405,Round_2,Hole_1,4,26 ft 11 in.,7 ft 4 in.,Left Green
R2026556,22405,Round_2,Hole_1,5,7 ft 4 in.,,
R2026556,22405,Round_2,Hole_2,1,288 yds,171 yds,Right Rough
R2026556,22405,Round_2,Hole_2,2,156 yds,58 ft 3 in.,Right Bunker
R2026556,22405,Round_2,Hole_2,3,55 ft 9 in.,2 ft 7 in.,Left Green
R2026556,22405,Round_2,Hole_2,4,2 ft 7 in.,,
R2026556,22405,Round_2,Hole_3,1,261 yds,107 yds,Left Intermediate
R2026556,22405,Round_2,Hole_3,2,107 yds,,
R2026556,22405,Round_2,Hole_4,1,217 yds,47 ft 8 in.,Right Rough
R2026556,22405,Round_2,Hole_4,2,47 ft 7 in.,4 in,Left Green
R2026556,22405,Round_2,Hole_4,3,4 in,,
R2026556,22405,Round_2,Hole_5,1,262 yds,243 yds,Right Rough
R2026556,22405,Round_2,Hole_5,2,76 ft 0 in.,232 yds,Right Fairway
R2026556,22405,Round_2,Hole_5,3,228 yds,52 ft 1 in.,Right Fairway
R2026556,22405,Round_2,Hole_5,4,43 ft 7 in.,9 ft 3 in.,Left Green
R2026556,22405,Round_2,Hole_5,5,9 ft 3 in.,,
R2026556,22405,Round_2,Hole_6,1,279 yds,170 yds,Left Fairway
R2026556,22405,Round_2,Hole_6,2,161 yds,44 ft 3 in.,Right Green
R2026556,22405,Round_2,Hole_6,3,48 ft 6 in.,4 ft 3 in.,Right Green
R2026556,22405,Round_2,Hole_6,4,4 ft 3 in.,,
R2026556,22405,Round_2,Hole_7,1,281 yds,297 yds,Left Rough
R2026556,22405,Round_2,Hole_7,2,74 yds,223 yds,Left Fairway
R2026556,22405,Round_2,Hole_7,3,205 yds,65 ft 5 in.,Right Green
R2026556,22405,Round_2,Hole_7,4,69 ft 3 in.,3 ft 5 in.,Left Green
R2026556,22405,Round_2,Hole_7,5,3 ft 5 in.,,
R2026556,22405,Round_2,Hole_8,1,164 yds,28 ft 1 in.,Right Rough
R2026556,22405,Round_2,Hole_8,2,32 ft 10 in.,4 ft 7 in.,Left Green
R2026556,22405,Round_2,Hole_8,3,4 ft 7 in.,,
R2026556,22405,Round_2,Hole_9,1,264 yds,151 yds,Left Fairway
R2026556,22405,Round_2,Hole_9,2,141 yds,43 ft 7 in.,Left Green
R2026556,22405,Round_2,Hole_9,3,45 ft 8 in.,2 ft 0 in.,Right Green
R2026556,22405,Round_2,Hole_9,4,2 ft 0 in.,,
R2026556,22405,Round_2,Hole_10,1,294 yds,185 yds,Left Bunker
R2026556,22405,Round_2,Hole_10,2,184 yds,12 ft 7 in.,Right Green
R2026556,22405,Round_2,Hole_10,3,12 ft 7 in.,,
R2026556,22405,Round_2,Hole_11,1,281 yds,306 yds,Right Fairway
R2026556,22405,Round_2,Hole_11,2,214 yds,97 yds,Left Fairway
R2026556,22405,Round_2,Hole_11,3,102 yds,13 ft 8 in.,Right Green
R2026556,22405,Round_2,Hole_11,4,13 ft 8 in.,,
R2026556,22405,Round_2,Hole_12,1,174 yds,6 ft 0 in.,Right Green
R2026556,22405,Round_2,Hole_12,2,6 ft 0 in.,,
R2026556,22405,Round_2,Hole_13,1,273 yds,187 yds,Left Fairway
R2026556,22405,Round_2,Hole_13,2,179 yds,27 ft 0 in.,Left Green
R2026556,22405,Round_2,Hole_13,3,26 ft 11 in.,2 ft 3 in.,Left Green
R2026556,22405,Round_2,Hole_13,4,2 ft 3 in.,,
R2026556,22405,Round_2,Hole_14,1,219 yds,142 yds,Left Rough
R2026556,22405,Round_2,Hole_14,2,120 yds,66 ft 0 in.,Right Fairway
R2026556,22405,Round_2,Hole_14,3,66 ft 0 in.,,
R2026556,22405,Round_2,Hole_15,1,287 yds,246 yds,Right Fairway
R2026556,22405,Round_2,Hole_15,2,154 yds,93 yds,Left Fairway
R2026556,22405,Round_2,Hole_15,3,91 yds,5 ft 5 in.,Right Green
R2026556,22405,Round_2,Hole_15,4,5 ft 5 in.,,
R2026556,22405,Round_2,Hole_16,1,206 yds,10 ft 4 in.,Right Green
R2026556,22405,Round_2,Hole_16,2,10 ft 4 in.,,
R2026556,22405,Round_2,Hole_17,1,302 yds,200 yds,Right Intermediate
R2026556,22405,Round_2,Hole_17,2,213 yds,82 ft 0 in.,Left Rough
R2026556,22405,Round_2,Hole_17,3,74 ft 4 in.,12 ft 0 in.,Right Green
R2026556,22405,Round_2,Hole_17,4,12 ft 0 in.,,
R2026556,22405,Round_2,Hole_18,1,281 yds,198 yds,Left Fairway
R2026556,22405,Round_2,Hole_18,2,191 yds,41 ft 5 in.,Left Rough
R2026556,22405,Round_2,Hole_18,3,27 ft 2 in.,14 ft 6 in.,Right Green
R2026556,22405,Round_2,Hole_18,4,16 ft 3 in.,18 in,Right Green
R2026556,22405,Round_2,Hole_18,5,18 in,,
R2026556,22405,Round_3,Hole_1,1,288 yds,190 yds,Right Rough
R2026556,22405,Round_3,Hole_1,2,181 yds,38 ft 2 in.,Right Fairway
R2026556,22405,Round_3,Hole_1,3,48 ft 2 in.,9 ft 7 in.,Right Green
R2026556,22405,Round_3,Hole_1,4,11 ft 2 in.,15 in,Right Green
R2026556,22405,Round_3,Hole_1,5,15 in,,
R2026556,22405,Round_3,Hole_2,1,277 yds,188 yds,Left Rough
R2026556,22405,Round_3,Hole_2,2,179 yds,62 ft 4 in.,Left Bunker
R2026556,22405,Round_3,Hole_2,3,63 ft 6 in.,22 in,Right Green
R2026556,22405,Round_3,Hole_2,4,22 in,,
R2026556,22405,Round_3,Hole_3,1,261 yds,127 yds,Right Fairway
R2026556,22405,Round_3,Hole_3,2,119 yds,43 ft 4 in.,Right Water
R2026556,22405,Round_3,Hole_3,3,Penalty,,Fairway
R2026556,22405,Round_3,Hole_3,4,84 yds,31 ft 11 in.,Left Fairway
R2026556,22405,Round_3,Hole_3,5,33 ft 4 in.,12 in,Left Green
R2026556,22405,Round_3,Hole_3,6,12 in,,
R2026556,22405,Round_3,Hole_4,1,193 yds,50 ft 11 in.,Left Green
R2026556,22405,Round_3,Hole_4,2,46 ft 6 in.,10 ft 0 in.,Right Green
R2026556,22405,Round_3,Hole_4,3,12 ft 9 in.,3 ft 3 in.,Right Green
R2026556,22405,Round_3,Hole_4,4,3 ft 3 in.,,
R2026556,22405,Round_3,Hole_5,1,271 yds,268 yds,Left Fairway
R2026556,22405,Round_3,Hole_5,2,180 yds,89 yds,Left Fairway
R2026556,22405,Round_3,Hole_5,3,83 yds,17 ft 8 in.,Right Green
R2026556,22405,Round_3,Hole_5,4,21 ft 4 in.,3 ft 3 in.,Right Green
R2026556,22405,Round_3,Hole_5,5,3 ft 3 in.,,
R2026556,22405,Round_3,Hole_6,1,268 yds,172 yds,Left Fairway
R2026556,22405,Round_3,Hole_6,2,171 yds,15 ft 3 in.,Right Green
R2026556,22405,Round_3,Hole_6,3,18 ft 3 in.,3 ft 3 in.,Right Green
R2026556,22405,Round_3,Hole_6,4,3 ft 3 in.,,
R2026556,22405,Round_3,Hole_7,1,322 yds,252 yds,Right Bunker
R2026556,22405,Round_3,Hole_7,2,155 yds,102 yds,Right Fairway
R2026556,22405,Round_3,Hole_7,3,96 yds,17 ft 4 in.,Left Intermediate
R2026556,22405,Round_3,Hole_7,4,17 ft 6 in.,11 in,Left Green
R2026556,22405,Round_3,Hole_7,5,11 in,,
R2026556,22405,Round_3,Hole_8,1,189 yds,30 ft 6 in.,Left Green
R2026556,22405,Round_3,Hole_8,2,36 ft 9 in.,6 ft 0 in.,Left Green
R2026556,22405,Round_3,Hole_8,3,6 ft 0 in.,,
R2026556,22405,Round_3,Hole_9,1,285 yds,119 yds,Left Fairway
R2026556,22405,Round_3,Hole_9,2,115 yds,34 ft 9 in.,Right Green
R2026556,22405,Round_3,Hole_9,3,31 ft 0 in.,3 ft 8 in.,Left Green
R2026556,22405,Round_3,Hole_9,4,3 ft 8 in.,,
R2026556,22405,Round_3,Hole_10,1,269 yds,225 yds,Right Rough
R2026556,22405,Round_3,Hole_10,2,198 yds,84 ft 10 in.,Right Fairway
R2026556,22405,Round_3,Hole_10,3,61 ft 0 in.,33 ft 7 in.,Right Green
R2026556,22405,Round_3,Hole_10,4,35 ft 6 in.,21 in,Left Green
R2026556,22405,Round_3,Hole_10,5,21 in,,
R2026556,22405,Round_3,Hole_11,1,274 yds,313 yds,Left Native Area
R2026556,22405,Round_3,Hole_11,2,39 yds,284 yds,Left Fairway
R2026556,22405,Round_3,Hole_11,3,203 yds,84 yds,Left Intermediate
R2026556,22405,Round_3,Hole_11,4,80 yds,14 ft 4 in.,Left Green
R2026556,22405,Round_3,Hole_11,5,16 ft 4 in.,20 in,Right Green
R2026556,22405,Round_3,Hole_11,6,20 in,,
R2026556,22405,Round_3,Hole_12,1,165 yds,11 ft 11 in.,Left Green
R2026556,22405,Round_3,Hole_12,2,12 ft 7 in.,5 in,Left Green
R2026556,22405,Round_3,Hole_12,3,5 in,,
R2026556,22405,Round_3,Hole_13,1,314 yds,136 yds,Right Rough
R2026556,22405,Round_3,Hole_13,2,130 yds,20 ft 1 in.,Left Fairway
R2026556,22405,Round_3,Hole_13,3,19 ft 9 in.,4 in,Left Green
R2026556,22405,Round_3,Hole_13,4,4 in,,
R2026556,22405,Round_3,Hole_14,1,236 yds,103 yds,Left Fairway
R2026556,22405,Round_3,Hole_14,2,108 yds,14 ft 8 in.,Left Green
R2026556,22405,Round_3,Hole_14,3,15 ft 9 in.,17 in,Right Green
R2026556,22405,Round_3,Hole_14,4,17 in,,
R2026556,22405,Round_3,Hole_15,1,306 yds,241 yds,Left Tree Outline
R2026556,22405,Round_3,Hole_15,2,66 yds,189 yds,Left Fairway
R2026556,22405,Round_3,Hole_15,3,182 yds,24 ft 9 in.,Left Green
R2026556,22405,Round_3,Hole_15,4,27 ft 10 in.,2 ft 9 in.,Left Green
R2026556,22405,Round_3,Hole_15,5,2 ft 9 in.,,
R2026556,22405,Round_3,Hole_16,1,202 yds,37 ft 11 in.,Right Fairway
R2026556,22405,Round_3,Hole_16,2,34 ft 4 in.,3 ft 7 in.,Right Green
R2026556,22405,Round_3,Hole_16,3,3 ft 7 in.,,
R2026556,22405,Round_3,Hole_17,1,307 yds,198 yds,Right Fairway
R2026556,22405,Round_3,Hole_17,2,197 yds,23 ft 0 in.,Left Green
R2026556,22405,Round_3,Hole_17,3,23 ft 2 in.,3 in,Right Green
R2026556,22405,Round_3,Hole_17,4,3 in,,
R2026556,22405,Round_3,Hole_18,1,299 yds,190 yds,Left Rough
R2026556,22405,Round_3,Hole_18,2,Penalty,,Primary Rough
R2026556,22405,Round_3,Hole_18,3,212 yds,52 ft 5 in.,Right Bunker
R2026556,22405,Round_3,Hole_18,4,62 ft 1 in.,9 ft 10 in.,Left Green
R2026556,22405,Round_3,Hole_18,5,9 ft 11 in.,10 in,Left Green
R2026556,22405,Round_3,Hole_18,6,10 in,,
R2026556,22405,Round_4,Hole_1,1,295 yds,190 yds,Left Fairway
R2026556,22405,Round_4,Hole_1,2,185 yds,20 ft 5 in.,Left Green
R2026556,22405,Round_4,Hole_1,3,20 ft 5 in.,,
R2026556,22405,Round_4,Hole_2,1,306 yds,147 yds,Left Fairway
R2026556,22405,Round_4,Hole_2,2,139 yds,26 ft 3 in.,Right Green
R2026556,22405,Round_4,Hole_2,3,28 ft 4 in.,23 in,Right Green
R2026556,22405,Round_4,Hole_2,4,23 in,,
R2026556,22405,Round_4,Hole_3,1,257 yds,146 yds,Right Fairway
R2026556,22405,Round_4,Hole_3,2,153 yds,19 ft 11 in.,Right Fairway
R2026556,22405,Round_4,Hole_3,3,23 ft 2 in.,2 ft 11 in.,Right Green
R2026556,22405,Round_4,Hole_3,4,2 ft 11 in.,,
R2026556,22405,Round_4,Hole_4,1,204 yds,53 ft 5 in.,Right Rough
R2026556,22405,Round_4,Hole_4,2,52 ft 10 in.,2 ft 10 in.,Left Green
R2026556,22405,Round_4,Hole_4,3,2 ft 10 in.,,
R2026556,22405,Round_4,Hole_5,1,281 yds,246 yds,Right Fairway
R2026556,22405,Round_4,Hole_5,2,225 yds,40 yds,Right Fairway
R2026556,22405,Round_4,Hole_5,3,40 yds,,
R2026556,22405,Round_4,Hole_6,1,285 yds,176 yds,Left Bunker
R2026556,22405,Round_4,Hole_6,2,64 yds,113 yds,Left Fairway
R2026556,22405,Round_4,Hole_6,3,107 yds,19 ft 1 in.,Left Green
R2026556,22405,Round_4,Hole_6,4,21 ft 0 in.,2 ft 1 in.,Left Green
R2026556,22405,Round_4,Hole_6,5,2 ft 1 in.,,
R2026556,22405,Round_4,Hole_7,1,295 yds,280 yds,Right Fairway
R2026556,22405,Round_4,Hole_7,2,242 yds,40 yds,Right Rough
R2026556,22405,Round_4,Hole_7,3,66 ft 0 in.,53 ft 0 in.,Right Rough
R2026556,22405,Round_4,Hole_7,4,40 ft 11 in.,12 ft 6 in.,Right Green
R2026556,22405,Round_4,Hole_7,5,13 ft 1 in.,5 in,Right Green
R2026556,22405,Round_4,Hole_7,6,5 in,,
R2026556,22405,Round_4,Hole_8,1,206 yds,33 ft 9 in.,Left Fairway
R2026556,22405,Round_4,Hole_8,2,38 ft 2 in.,4 ft 1 in.,Right Green
R2026556,22405,Round_4,Hole_8,3,4 ft 1 in.,,
R2026556,22405,Round_4,Hole_9,1,288 yds,117 yds,Right Fairway
R2026556,22405,Round_4,Hole_9,2,105 yds,37 ft 1 in.,Right Water
R2026556,22405,Round_4,Hole_9,3,Penalty,,Fairway
R2026556,22405,Round_4,Hole_9,4,62 yds,66 ft 3 in.,Right Green
R2026556,22405,Round_4,Hole_9,5,67 ft 2 in.,6 ft 11 in.,Right Green
R2026556,22405,Round_4,Hole_9,6,6 ft 11 in.,,
R2026556,22405,Round_4,Hole_10,1,283 yds,182 yds,Right Fairway
R2026556,22405,Round_4,Hole_10,2,169 yds,42 ft 7 in.,Right Bunker
R2026556,22405,Round_4,Hole_10,3,50 ft 5 in.,8 ft 1 in.,Right Green
R2026556,22405,Round_4,Hole_10,4,8 ft 1 in.,,
R2026556,22405,Round_4,Hole_11,1,281 yds,309 yds,Right Fairway
R2026556,22405,Round_4,Hole_11,2,205 yds,105 yds,Right Fairway
R2026556,22405,Round_4,Hole_11,3,104 yds,4 ft 1 in.,Left Green
R2026556,22405,Round_4,Hole_11,4,4 ft 1 in.,,
R2026556,22405,Round_4,Hole_12,1,163 yds,46 ft 0 in.,Right Bunker
R2026556,22405,Round_4,Hole_12,2,47 ft 4 in.,3 ft 1 in.,Right Green
R2026556,22405,Round_4,Hole_12,3,3 ft 1 in.,,
R2026556,22405,Round_4,Hole_13,1,293 yds,151 yds,Left Bunker
R2026556,22405,Round_4,Hole_13,2,137 yds,48 ft 5 in.,Left Fairway
R2026556,22405,Round_4,Hole_13,3,49 ft 2 in.,2 ft 9 in.,Left Green
R2026556,22405,Round_4,Hole_13,4,2 ft 9 in.,,
R2026556,22405,Round_4,Hole_14,1,228 yds,141 yds,Right Fairway
R2026556,22405,Round_4,Hole_14,2,129 yds,38 ft 4 in.,Right Water
R2026556,22405,Round_4,Hole_14,3,Penalty,,Intermediate Rough
R2026556,22405,Round_4,Hole_14,4,47 ft 4 in.,9 ft 5 in.,Right Green
R2026556,22405,Round_4,Hole_14,5,9 ft 5 in.,,
R2026556,22405,Round_4,Hole_15,1,282 yds,263 yds,Right Fairway
R2026556,22405,Round_4,Hole_15,2,261 yds,27 ft 11 in.,Left Rough
R2026556,22405,Round_4,Hole_15,3,31 ft 6 in.,3 ft 8 in.,Left Green
R2026556,22405,Round_4,Hole_15,4,3 ft 8 in.,,
R2026556,22405,Round_4,Hole_16,1,199 yds,37 ft 2 in.,Right Green
R2026556,22405,Round_4,Hole_16,2,40 ft 0 in.,2 ft 10 in.,Left Green
R2026556,22405,Round_4,Hole_16,3,2 ft 10 in.,,
R2026556,22405,Round_4,Hole_17,1,309 yds,183 yds,Right Fairway
R2026556,22405,Round_4,Hole_17,2,175 yds,31 ft 10 in.,Left Rough
R2026556,22405,Round_4,Hole_17,3,39 ft 6 in.,7 ft 3 in.,Left Green
R2026556,22405,Round_4,Hole_17,4,7 ft 3 in.,,
R2026556,22405,Round_4,Hole_18,1,307 yds,170 yds,Right Fairway
R2026556,22405,Round_4,Hole_18,2,177 yds,25 ft 6 in.,Left Fairway
R2026556,22405,Round_4,Hole_18,3,26 ft 9 in.,16 in,Left Green
R2026556,22405,Round_4,Hole_18,4,16 in,,
R2026556,23108,Round_1,Hole_1,1,305 yds,170 yds,Right Bunker
R2026556,23108,Round_1,Hole_1,2,165 yds,20 ft 3 in.,Right Green
R2026556,23108,Round_1,Hole_1,3,22 ft 6 in.,2 ft 3 in.,Right Green
R2026556,23108,Round_1,Hole_1,4,2 ft 3 in.,,
R2026556,23108,Round_1,Hole_2,1,304 yds,154 yds,Right Intermediate
R2026556,23108,Round_1,Hole_2,2,153 yds,15 ft 0 in.,Right Green
R2026556,23108,Round_1,Hole_2,3,15 ft 0 in.,3 in,Right Green
R2026556,23108,Round_1,Hole_2,4,3 in,,
R2026556,23108,Round_1,Hole_3,1,246 yds,165 yds,Right Rough
R2026556,23108,Round_1,Hole_3,2,60 yds,109 yds,Left Intermediate
R2026556,23108,Round_1,Hole_3,3,106 yds,35 ft 5 in.,Left Rough
R2026556,23108,Round_1,Hole_3,4,45 ft 9 in.,10 ft 2 in.,Right Green
R2026556,23108,Round_1,Hole_3,5,10 ft 2 in.,,
R2026556,23108,Round_1,Hole_4,1,208 yds,28 ft 4 in.,Left Rough
R2026556,23108,Round_1,Hole_4,2,29 ft 11 in.,15 in,Left Green
R2026556,23108,Round_1,Hole_4,3,15 in,,
R2026556,23108,Round_1,Hole_5,1,280 yds,254 yds,Left Fairway
R2026556,23108,Round_1,Hole_5,2,261 yds,21 ft 7 in.,Left Fairway
R2026556,23108,Round_1,Hole_5,3,22 ft 2 in.,3 in,Left Green
R2026556,23108,Round_1,Hole_5,4,3 in,,
R2026556,23108,Round_1,Hole_6,1,274 yds,184 yds,Left Fairway
R2026556,23108,Round_1,Hole_6,2,182 yds,24 ft 5 in.,Left Green
R2026556,23108,Round_1,Hole_6,3,24 ft 9 in.,2 ft 4 in.,Left Green
R2026556,23108,Round_1,Hole_6,4,2 ft 4 in.,,
R2026556,23108,Round_1,Hole_7,1,267 yds,290 yds,Left Fairway
R2026556,23108,Round_1,Hole_7,2,219 yds,82 yds,Right Fairway
R2026556,23108,Round_1,Hole_7,3,73 yds,26 ft 0 in.,Right Fairway
R2026556,23108,Round_1,Hole_7,4,25 ft 5 in.,14 in,Right Green
R2026556,23108,Round_1,Hole_7,5,14 in,,
R2026556,23108,Round_1,Hole_8,1,200 yds,56 ft 9 in.,Right Bunker
R2026556,23108,Round_1,Hole_8,2,67 ft 8 in.,10 ft 7 in.,Left Green
R2026556,23108,Round_1,Hole_8,3,11 ft 8 in.,12 in,Right Green
R2026556,23108,Round_1,Hole_8,4,12 in,,
R2026556,23108,Round_1,Hole_9,1,265 yds,168 yds,Left Rough
R2026556,23108,Round_1,Hole_9,2,152 yds,81 ft 7 in.,Left Rough
R2026556,23108,Round_1,Hole_9,3,75 ft 9 in.,6 ft 5 in.,Right Green
R2026556,23108,Round_1,Hole_9,4,6 ft 5 in.,,
R2026556,23108,Round_1,Hole_10,1,277 yds,177 yds,Left Rough
R2026556,23108,Round_1,Hole_10,2,38 yds,139 yds,Left Rough
R2026556,23108,Round_1,Hole_10,3,138 yds,50 ft 5 in.,Right Bunker
R2026556,23108,Round_1,Hole_10,4,37 ft 1 in.,15 ft 0 in.,Left Green
R2026556,23108,Round_1,Hole_10,5,15 ft 6 in.,3 in,Left Green
R2026556,23108,Round_1,Hole_10,6,3 in,,
R2026556,23108,Round_1,Hole_11,1,283 yds,301 yds,Left Fairway
R2026556,23108,Round_1,Hole_11,2,254 yds,47 yds,Right Fairway
R2026556,23108,Round_1,Hole_11,3,48 yds,10 ft 8 in.,Right Green
R2026556,23108,Round_1,Hole_11,4,14 ft 8 in.,3 ft 7 in.,Right Green
R2026556,23108,Round_1,Hole_11,5,3 ft 7 in.,,
R2026556,23108,Round_1,Hole_12,1,167 yds,39 ft 2 in.,Right Bunker
R2026556,23108,Round_1,Hole_12,2,48 ft 6 in.,9 ft 6 in.,Left Green
R2026556,23108,Round_1,Hole_12,3,11 ft 6 in.,20 in,Left Green
R2026556,23108,Round_1,Hole_12,4,20 in,,
R2026556,23108,Round_1,Hole_13,1,289 yds,164 yds,Right Fairway
R2026556,23108,Round_1,Hole_13,2,171 yds,21 ft 4 in.,Left Green
R2026556,23108,Round_1,Hole_13,3,22 ft 4 in.,17 in,Left Green
R2026556,23108,Round_1,Hole_13,4,17 in,,
R2026556,23108,Round_1,Hole_14,1,265 yds,105 yds,Left Fairway
R2026556,23108,Round_1,Hole_14,2,106 yds,5 ft 4 in.,Right Green
R2026556,23108,Round_1,Hole_14,3,5 ft 4 in.,,
R2026556,23108,Round_1,Hole_15,1,274 yds,279 yds,Right Fairway
R2026556,23108,Round_1,Hole_15,2,209 yds,70 yds,Left Fairway
R2026556,23108,Round_1,Hole_15,3,71 yds,9 ft 0 in.,Left Green
R2026556,23108,Round_1,Hole_15,4,9 ft 0 in.,,
R2026556,23108,Round_1,Hole_16,1,202 yds,41 ft 10 in.,Right Intermediate
