tournament,player,round,hole,shotNumber,shotDist,toHole,location
R2026556,27064,Round_2,Hole_1,4,20 in,,
R2026556,27064,Round_2,Hole_2,1,292 yds,156 yds,Left Fairway
R2026556,27064,Round_2,Hole_2,2,162 yds,67 ft 9 in.,Right Intermediate
R2026556,27064,Round_2,Hole_2,3,57 ft 6 in.,10 ft 3 in.,Left Green
R2026556,27064,Round_2,Hole_2,4,10 ft 3 in.,,
R2026556,27064,Round_2,Hole_3,1,245 yds,144 yds,Right Intermediate
R2026556,27064,Round_2,Hole_3,2,154 yds,29 ft 0 in.,Left Green
R2026556,27064,Round_2,Hole_3,3,26 ft 11 in.,2 ft 1 in.,Left Green
R2026556,27064,Round_2,Hole_3,4,2 ft 1 in.,,
R2026556,27064,Round_2,Hole_4,1,226 yds,8 ft 6 in.,Left Green
R2026556,27064,Round_2,Hole_4,2,9 ft 7 in.,8 in,Left Green
R2026556,27064,Round_2,Hole_4,3,8 in,,
R2026556,27064,Round_2,Hole_5,1,271 yds,237 yds,Right Rough
R2026556,27064,Round_2,Hole_5,2,143 yds,96 yds,Right Fairway
R2026556,27064,Round_2,Hole_5,3,108 yds,35 ft 2 in.,Right Green
R2026556,27064,Round_2,Hole_5,4,34 ft 10 in.,13 in,Left Green
R2026556,27064,Round_2,Hole_5,5,13 in,,
R2026556,27064,Round_2,Hole_6,1,307 yds,140 yds,Right Fairway
R2026556,27064,Round_2,Hole_6,2,138 yds,26 ft 7 in.,Right Green
R2026556,27064,Round_2,Hole_6,3,25 ft 6 in.,12 in,Right Green
R2026556,27064,Round_2,Hole_6,4,12 in,,
R2026556,27064,Round_2,Hole_7,1,301 yds,288 yds,Right Fairway
R2026556,27064,Round_2,Hole_7,2,259 yds,85 ft 8 in.,Right Bunker
R2026556,27064,Round_2,Hole_7,3,77 ft 5 in.,8 ft 4 in.,Left Green
R2026556,27064,Round_2,Hole_7,4,9 ft 3 in.,13 in,Left Green
R2026556,27064,Round_2,Hole_7,5,13 in,,
R2026556,27064,Round_2,Hole_8,1,162 yds,16 ft 9 in.,Left Intermediate
R2026556,27064,Round_2,Hole_8,2,14 ft 9 in.,23 in,Left Green
R2026556,27064,Round_2,Hole_8,3,23 in,,
R2026556,27064,Round_2,Hole_9,1,280 yds,153 yds,Left Rough
R2026556,27064,Round_2,Hole_9,2,122 yds,98 ft 5 in.,Left Bunker
R2026556,27064,Round_2,Hole_9,3,80 ft 5 in.,24 ft 10 in.,Right Fairway
R2026556,27064,Round_2,Hole_9,4,24 ft 10 in.,,
R2026556,27064,Round_2,Hole_10,1,309 yds,172 yds,Left Fairway
R2026556,27064,Round_2,Hole_10,2,173 yds,5 ft 10 in.,Right Green
R2026556,27064,Round_2,Hole_10,3,6 ft 5 in.,3 in,Right Green
R2026556,27064,Round_2,Hole_10,4,3 in,,
R2026556,27064,Round_2,Hole_11,1,317 yds,272 yds,Right Fairway
R2026556,27064,Round_2,Hole_11,2,258 yds,41 ft 6 in.,Right Fairway
R2026556,27064,Round_2,Hole_11,3,41 ft 7 in.,15 in,Right Green
R2026556,27064,Round_2,Hole_11,4,15 in,,
R2026556,27064,Round_2,Hole_12,1,164 yds,32 ft 9 in.,Right Bunker
R2026556,27064,Round_2,Hole_12,2,40 ft 6 in.,7 ft 5 in.,Right Green
R2026556,27064,Round_2,Hole_12,3,7 ft 5 in.,,
R2026556,27064,Round_2,Hole_13,1,317 yds,134 yds,Left Rough
R2026556,27064,Round_2,Hole_13,2,139 yds,17 ft 4 in.,Left Intermediate
R2026556,27064,Round_2,Hole_13,3,19 ft 4 in.,2 ft 5 in.,Left Green
R2026556,27064,Round_2,Hole_13,4,2 ft 5 in.,,
R2026556,27064,Round_2,Hole_14,1,231 yds,127 yds,Left Fairway
R2026556,27064,Round_2,Hole_14,2,115 yds,38 ft 8 in.,Right Intermediate
R2026556,27064,Round_2,Hole_14,3,33 ft 5 in.,5 ft 3 in.,Left Green
R2026556,27064,Round_2,Hole_14,4,5 ft 3 in.,,
R2026556,27064,Round_2,Hole_15,1,294 yds,251 yds,Left Rough
R2026556,27064,Round_2,Hole_15,2,143 yds,108 yds,Right Fairway
R2026556,27064,Round_2,Hole_15,3,106 yds,12 ft 1 in.,Right Green
R2026556,27064,Round_2,Hole_15,4,12 ft 1 in.,,
R2026556,27064,Round_2,Hole_16,1,194 yds,63 ft 6 in.,Right Fairway
R2026556,27064,Round_2,Hole_16,2,62 ft 4 in.,3 ft 8 in.,Right Green
R2026556,27064,Round_2,Hole_16,3,3 ft 8 in.,,
R2026556,27064,Round_2,Hole_17,1,337 yds,162 yds,Left Rough
R2026556,27064,Round_2,Hole_17,2,42 yds,124 yds,Left Rough
R2026556,27064,Round_2,Hole_17,3,90 yds,36 yds,Left Water
R2026556,27064,Round_2,Hole_17,4,Penalty,,Fairway
R2026556,27064,Round_2,Hole_17,5,91 yds,18 ft 2 in.,Right Green
R2026556,27064,Round_2,Hole_17,6,20 ft 0 in.,18 in,Right Green
R2026556,27064,Round_2,Hole_17,7,18 in,,
R2026556,27064,Round_2,Hole_18,1,322 yds,144 yds,Right Bunker
R2026556,27064,Round_2,Hole_18,2,138 yds,41 ft 4 in.,Left Intermediate
R2026556,27064,Round_2,Hole_18,3,39 ft 3 in.,3 ft 0 in.,Right Green
R2026556,27064,Round_2,Hole_18,4,3 ft 0 in.,,
R2026556,27064,Round_3,Hole_1,1,292 yds,189 yds,Right Rough
R2026556,27064,Round_3,Hole_1,2,196 yds,22 ft 0 in.,Right Green
R2026556,27064,Round_3,Hole_1,3,22 ft 0 in.,,
R2026556,27064,Round_3,Hole_2,1,305 yds,168 yds,Right Rough
R2026556,27064,Round_3,Hole_2,2,Penalty,,Intermediate Rough
R2026556,27064,Round_3,Hole_2,3,153 yds,47 ft 7 in.,Right Green
R2026556,27064,Round_3,Hole_2,4,46 ft 7 in.,14 in,Right Green
R2026556,27064,Round_3,Hole_2,5,14 in,,
R2026556,27064,Round_3,Hole_3,1,215 yds,160 yds,Right Fairway
R2026556,27064,Round_3,Hole_3,2,153 yds,21 ft 8 in.,Left Fairway
R2026556,27064,Round_3,Hole_3,3,21 ft 8 in.,1 in,Left Green
R2026556,27064,Round_3,Hole_3,4,1 in,,
R2026556,27064,Round_3,Hole_4,1,194 yds,81 ft 8 in.,Left Rough
R2026556,27064,Round_3,Hole_4,2,86 ft 7 in.,4 ft 8 in.,Right Green
R2026556,27064,Round_3,Hole_4,3,4 ft 8 in.,,
R2026556,27064,Round_3,Hole_5,1,255 yds,270 yds,Right Fairway
R2026556,27064,Round_3,Hole_5,2,174 yds,98 yds,Right Fairway
R2026556,27064,Round_3,Hole_5,3,93 yds,13 ft 9 in.,Right Green
R2026556,27064,Round_3,Hole_5,4,16 ft 3 in.,2 ft 2 in.,Right Green
R2026556,27064,Round_3,Hole_5,5,2 ft 2 in.,,
R2026556,27064,Round_3,Hole_6,1,300 yds,142 yds,Left Fairway
R2026556,27064,Round_3,Hole_6,2,142 yds,8 ft 11 in.,Right Green
R2026556,27064,Round_3,Hole_6,3,12 ft 1 in.,3 ft 0 in.,Right Green
R2026556,27064,Round_3,Hole_6,4,3 ft 0 in.,,
R2026556,27064,Round_3,Hole_7,1,309 yds,251 yds,Left Rough
R2026556,27064,Round_3,Hole_7,2,59 yds,193 yds,Left Fairway
R2026556,27064,Round_3,Hole_7,3,197 yds,10 ft 8 in.,Left Green
R2026556,27064,Round_3,Hole_7,4,10 ft 8 in.,,
R2026556,27064,Round_3,Hole_8,1,202 yds,44 ft 9 in.,Right Bunker
R2026556,27064,Round_3,Hole_8,2,47 ft 8 in.,3 ft 6 in.,Left Green
R2026556,27064,Round_3,Hole_8,3,3 ft 6 in.,,
R2026556,27064,Round_3,Hole_9,1,283 yds,125 yds,Left Rough
R2026556,27064,Round_3,Hole_9,2,115 yds,30 ft 8 in.,Left Bunker
R2026556,27064,Round_3,Hole_9,3,33 ft 7 in.,3 ft 11 in.,Left Green
R2026556,27064,Round_3,Hole_9,4,6 ft 1 in.,23 in,Left Green
R2026556,27064,Round_3,Hole_9,5,23 in,,
R2026556,27064,Round_3,Hole_10,1,275 yds,186 yds,Left Rough
R2026556,27064,Round_3,Hole_10,2,153 yds,35 yds,Left Fairway
R2026556,27064,Round_3,Hole_10,3,89 ft 3 in.,15 ft 11 in.,Left Green
R2026556,27064,Round_3,Hole_10,4,17 ft 2 in.,13 in,Left Green
R2026556,27064,Round_3,Hole_10,5,13 in,,
R2026556,27064,Round_3,Hole_11,1,302 yds,285 yds,Left Water
R2026556,27064,Round_3,Hole_11,2,Penalty,,Fairway
R2026556,27064,Round_3,Hole_11,3,266 yds,86 ft 0 in.,Left Rough
R2026556,27064,Round_3,Hole_11,4,65 ft 2 in.,21 ft 6 in.,Left Green
R2026556,27064,Round_3,Hole_11,5,21 ft 6 in.,,
R2026556,27064,Round_3,Hole_12,1,177 yds,42 ft 2 in.,Left Bunker
R2026556,27064,Round_3,Hole_12,2,14 ft 6 in.,27 ft 10 in.,Left Rough
R2026556,27064,Round_3,Hole_12,3,30 ft 7 in.,3 ft 4 in.,Left Green
R2026556,27064,Round_3,Hole_12,4,3 ft 4 in.,,
R2026556,27064,Round_3,Hole_13,1,294 yds,149 yds,Left Fairway
R2026556,27064,Round_3,Hole_13,2,154 yds,16 ft 7 in.,Right Green
R2026556,27064,Round_3,Hole_13,3,18 ft 10 in.,23 in,Left Green
R2026556,27064,Round_3,Hole_13,4,23 in,,
R2026556,27064,Round_3,Hole_14,1,242 yds,99 yds,Right Fairway
R2026556,27064,Round_3,Hole_14,2,105 yds,21 ft 8 in.,Right Green
R2026556,27064,Round_3,Hole_14,3,25 ft 8 in.,3 ft 7 in.,Right Green
R2026556,27064,Round_3,Hole_14,4,3 ft 7 in.,,
R2026556,27064,Round_3,Hole_15,1,305 yds,224 yds,Right Fairway
R2026556,27064,Round_3,Hole_15,2,232 yds,27 ft 3 in.,Left Green
R2026556,27064,Round_3,Hole_15,3,28 ft 9 in.,18 in,Left Green
R2026556,27064,Round_3,Hole_15,4,18 in,,
R2026556,27064,Round_3,Hole_16,1,213 yds,17 ft 1 in.,Right Intermediate
R2026556,27064,Round_3,Hole_16,2,14 ft 8 in.,3 ft 2 in.,Right Green
R2026556,27064,Round_3,Hole_16,3,3 ft 2 in.,,
R2026556,27064,Round_3,Hole_17,1,325 yds,178 yds,Right Fairway
R2026556,27064,Round_3,Hole_17,2,165 yds,42 ft 5 in.,Right Rough
R2026556,27064,Round_3,Hole_17,3,38 ft 2 in.,4 ft 5 in.,Right Green
R2026556,27064,Round_3,Hole_17,4,4 ft 5 in.,,
R2026556,27064,Round_3,Hole_18,1,338 yds,131 yds,Right Fairway
R2026556,27064,Round_3,Hole_18,2,134 yds,16 ft 9 in.,Right Green
R2026556,27064,Round_3,Hole_18,3,18 ft 7 in.,2 ft 6 in.,Left Green
R2026556,27064,Round_3,Hole_18,4,2 ft 6 in.,,
R2026556,27064,Round_4,Hole_1,1,304 yds,173 yds,Right Bunker
R2026556,27064,Round_4,Hole_1,2,150 yds,78 ft 5 in.,Left Fairway
R2026556,27064,Round_4,Hole_1,3,91 ft 5 in.,12 ft 10 in.,Right Green
R2026556,27064,Round_4,Hole_1,4,14 ft 5 in.,18 in,Left Green
R2026556,27064,Round_4,Hole_1,5,18 in,,
R2026556,27064,Round_4,Hole_2,1,295 yds,158 yds,Left Fairway
R2026556,27064,Round_4,Hole_2,2,165 yds,44 ft 0 in.,Left Green
R2026556,27064,Round_4,Hole_2,3,41 ft 6 in.,2 ft 8 in.,Right Green
R2026556,27064,Round_4,Hole_2,4,2 ft 8 in.,,
R2026556,27064,Round_4,Hole_3,1,263 yds,133 yds,Right Fairway
R2026556,27064,Round_4,Hole_3,2,136 yds,43 ft 3 in.,Left Rough
R2026556,27064,Round_4,Hole_3,3,53 ft 10 in.,10 ft 3 in.,Right Fairway
R2026556,27064,Round_4,Hole_3,4,9 ft 10 in.,5 in,Right Green
R2026556,27064,Round_4,Hole_3,5,5 in,,
R2026556,27064,Round_4,Hole_4,1,195 yds,56 ft 11 in.,Left Rough
R2026556,27064,Round_4,Hole_4,2,81 ft 11 in.,24 ft 10 in.,Left Green
R2026556,27064,Round_4,Hole_4,3,24 ft 10 in.,9 in,Left Green
R2026556,27064,Round_4,Hole_4,4,9 in,,
R2026556,27064,Round_4,Hole_5,1,281 yds,265 yds,Left Intermediate
R2026556,27064,Round_4,Hole_5,2,148 yds,121 yds,Right Fairway
R2026556,27064,Round_4,Hole_5,3,117 yds,13 ft 0 in.,Left Green
R2026556,27064,Round_4,Hole_5,4,13 ft 10 in.,9 in,Left Green
R2026556,27064,Round_4,Hole_5,5,9 in,,
R2026556,27064,Round_4,Hole_6,1,297 yds,161 yds,Right Fairway
R2026556,27064,Round_4,Hole_6,2,155 yds,23 ft 1 in.,Left Green
R2026556,27064,Round_4,Hole_6,3,25 ft 0 in.,21 in,Left Green
R2026556,27064,Round_4,Hole_6,4,21 in,,
R2026556,27064,Round_4,Hole_7,1,312 yds,252 yds,Left Bunker
R2026556,27064,Round_4,Hole_7,2,178 yds,94 yds,Left Rough
R2026556,27064,Round_4,Hole_7,3,49 yds,47 yds,Right Rough
R2026556,27064,Round_4,Hole_7,4,53 yds,25 ft 8 in.,Right Fairway
R2026556,27064,Round_4,Hole_7,5,28 ft 0 in.,2 ft 0 in.,Right Green
R2026556,27064,Round_4,Hole_7,6,2 ft 5 in.,13 in,Right Green
R2026556,27064,Round_4,Hole_7,7,13 in,,
R2026556,27064,Round_4,Hole_8,1,202 yds,32 ft 7 in.,Right Bunker
R2026556,27064,Round_4,Hole_8,2,32 ft 0 in.,3 ft 0 in.,Right Green
R2026556,27064,Round_4,Hole_8,3,3 ft 0 in.,,
R2026556,27064,Round_4,Hole_9,1,297 yds,106 yds,Right Fairway
R2026556,27064,Round_4,Hole_9,2,113 yds,26 ft 8 in.,Left Green
R2026556,27064,Round_4,Hole_9,3,26 ft 8 in.,,
R2026556,27064,Round_4,Hole_10,1,283 yds,193 yds,Right Rough
R2026556,27064,Round_4,Hole_10,2,179 yds,87 ft 9 in.,Left Fairway
R2026556,27064,Round_4,Hole_10,3,83 ft 11 in.,5 ft 7 in.,Right Green
R2026556,27064,Round_4,Hole_10,4,5 ft 7 in.,,
R2026556,27064,Round_4,Hole_11,1,310 yds,291 yds,Right Rough
R2026556,27064,Round_4,Hole_11,2,44 yds,247 yds,Right Fairway
R2026556,27064,Round_4,Hole_11,3,240 yds,58 ft 10 in.,Left Rough
R2026556,27064,Round_4,Hole_11,4,55 ft 9 in.,7 ft 10 in.,Left Green
R2026556,27064,Round_4,Hole_11,5,9 ft 0 in.,10 in,Left Green
R2026556,27064,Round_4,Hole_11,6,10 in,,
R2026556,27064,Round_4,Hole_12,1,177 yds,13 ft 9 in.,Right Green
R2026556,27064,Round_4,Hole_12,2,13 ft 9 in.,,
R2026556,27064,Round_4,Hole_13,1,324 yds,117 yds,Left Intermediate
R2026556,27064,Round_4,Hole_13,2,121 yds,9 ft 9 in.,Left Green
R2026556,27064,Round_4,Hole_13,3,9 ft 9 in.,,
R2026556,27064,Round_4,Hole_14,1,328 yds,55 yds,Left Rough
R2026556,27064,Round_4,Hole_14,2,55 yds,13 ft 1 in.,Right Intermediate
R2026556,27064,Round_4,Hole_14,3,11 ft 7 in.,23 in,Right Green
R2026556,27064,Round_4,Hole_14,4,23 in,,
R2026556,27064,Round_4,Hole_15,1,307 yds,241 yds,Right Fairway
R2026556,27064,Round_4,Hole_15,2,240 yds,22 ft 8 in.,Left Rough
R2026556,27064,Round_4,Hole_15,3,5 ft 9 in.,16 ft 10 in.,Left Fairway
R2026556,27064,Round_4,Hole_15,4,16 ft 3 in.,23 in,Left Green
R2026556,27064,Round_4,Hole_15,5,23 in,,
R2026556,27064,Round_4,Hole_16,1,194 yds,43 ft 2 in.,Right Green
R2026556,27064,Round_4,Hole_16,2,42 ft 4 in.,16 in,Left Green
R2026556,27064,Round_4,Hole_16,3,16 in,,
R2026556,27064,Round_4,Hole_17,1,308 yds,182 yds,Left Bunker
R2026556,27064,Round_4,Hole_17,2,124 yds,61 yds,Right Fairway
R2026556,27064,Round_4,Hole_17,3,64 yds,9 ft 11 in.,Left Green
R2026556,27064,Round_4,Hole_17,4,9 ft 11 in.,,
R2026556,27064,Round_4,Hole_18,1,317 yds,165 yds,Left Fairway
R2026556,27064,Round_4,Hole_18,2,176 yds,35 ft 0 in.,Left Rough
R2026556,27064,Round_4,Hole_18,3,27 ft 3 in.,7 ft 10 in.,Left Green
R2026556,27064,Round_4,Hole_18,4,7 ft 2 in.,7 in,Left Green
R2026556,27064,Round_4,Hole_18,5,7 in,,
R2026556,27349,Round_1,Hole_1,1,304 yds,175 yds,Right Fairway
R2026556,27349,Round_1,Hole_1,2,179 yds,36 ft 11 in.,Left Green
R2026556,27349,Round_1,Hole_1,3,34 ft 3 in.,2 ft 8 in.,Right Green
R2026556,27349,Round_1,Hole_1,4,2 ft 8 in.,,
R2026556,27349,Round_1,Hole_2,1,309 yds,147 yds,Right Fairway
R2026556,27349,Round_1,Hole_2,2,155 yds,41 ft 0 in.,Left Green
R2026556,27349,Round_1,Hole_2,3,44 ft 4 in.,3 ft 3 in.,Right Green
R2026556,27349,Round_1,Hole_2,4,3 ft 3 in.,,
R2026556,27349,Round_1,Hole_3,1,249 yds,145 yds,Left Fairway
R2026556,27349,Round_1,Hole_3,2,140 yds,42 ft 8 in.,Left Rough
R2026556,27349,Round_1,Hole_3,3,41 ft 4 in.,14 ft 8 in.,Right Green
R2026556,27349,Round_1,Hole_3,4,15 ft 7 in.,8 in,Right Green
R2026556,27349,Round_1,Hole_3,5,8 in,,
R2026556,27349,Round_1,Hole_4,1,206 yds,7 ft 2 in.,Left Green
R2026556,27349,Round_1,Hole_4,2,7 ft 2 in.,,
R2026556,27349,Round_1,Hole_5,1,290 yds,257 yds,Left Rough
R2026556,27349,Round_1,Hole_5,2,101 yds,155 yds,Right Fairway
R2026556,27349,Round_1,Hole_5,3,154 yds,19 ft 1 in.,Left Green
R2026556,27349,Round_1,Hole_5,4,18 ft 6 in.,8 in,Left Green
R2026556,27349,Round_1,Hole_5,5,8 in,,
R2026556,27349,Round_1,Hole_6,1,291 yds,166 yds,Left Fairway
R2026556,27349,Round_1,Hole_6,2,159 yds,61 ft 11 in.,Right Green
R2026556,27349,Round_1,Hole_6,3,59 ft 9 in.,3 ft 6 in.,Left Green
R2026556,27349,Round_1,Hole_6,4,3 ft 6 in.,,
R2026556,27349,Round_1,Hole_7,1,280 yds,277 yds,Left Fairway
R2026556,27349,Round_1,Hole_7,2,254 yds,71 ft 2 in.,Right Rough
R2026556,27349,Round_1,Hole_7,3,81 ft 0 in.,11 ft 10 in.,Right Green
R2026556,27349,Round_1,Hole_7,4,13 ft 0 in.,9 in,Right Green
R2026556,27349,Round_1,Hole_7,5,9 in,,
R2026556,27349,Round_1,Hole_8,1,203 yds,37 ft 0 in.,Left Fairway
R2026556,27349,Round_1,Hole_8,2,35 ft 1 in.,2 ft 0 in.,Left Green
R2026556,27349,Round_1,Hole_8,3,2 ft 0 in.,,
R2026556,27349,Round_1,Hole_9,1,261 yds,162 yds,Right Fairway
R2026556,27349,Round_1,Hole_9,2,150 yds,44 ft 5 in.,Right Green
R2026556,27349,Round_1,Hole_9,3,43 ft 11 in.,15 in,Right Green
R2026556,27349,Round_1,Hole_9,4,15 in,,
R2026556,27349,Round_1,Hole_10,1,287 yds,171 yds,Left Fairway
R2026556,27349,Round_1,Hole_10,2,171 yds,53 ft 5 in.,Right Bunker
R2026556,27349,Round_1,Hole_10,3,52 ft 1 in.,22 in,Left Green
R2026556,27349,Round_1,Hole_10,4,22 in,,
R2026556,27349,Round_1,Hole_11,1,287 yds,293 yds,Left Intermediate
R2026556,27349,Round_1,Hole_11,2,51 yds,247 yds,Left Fairway
R2026556,27349,Round_1,Hole_11,3,248 yds,13 ft 8 in.,Right Green
R2026556,27349,Round_1,Hole_11,4,16 ft 7 in.,2 ft 8 in.,Right Green
R2026556,27349,Round_1,Hole_11,5,2 ft 8 in.,,
R2026556,27349,Round_1,Hole_12,1,172 yds,21 ft 6 in.,Left Green
R2026556,27349,Round_1,Hole_12,2,23 ft 11 in.,2 ft 1 in.,Left Green
R2026556,27349,Round_1,Hole_12,3,2 ft 1 in.,,
R2026556,27349,Round_1,Hole_13,1,292 yds,160 yds,Right Fairway
R2026556,27349,Round_1,Hole_13,2,162 yds,12 ft 2 in.,Left Green
R2026556,27349,Round_1,Hole_13,3,13 ft 3 in.,12 in,Left Green
R2026556,27349,Round_1,Hole_13,4,12 in,,
R2026556,27349,Round_1,Hole_14,1,261 yds,108 yds,Right Rough
R2026556,27349,Round_1,Hole_14,2,85 yds,70 ft 1 in.,Right Intermediate
R2026556,27349,Round_1,Hole_14,3,Penalty,,Intermediate Rough
R2026556,27349,Round_1,Hole_14,4,87 ft 9 in.,4 ft 7 in.,Right Green
R2026556,27349,Round_1,Hole_14,5,4 ft 7 in.,,
R2026556,27349,Round_1,Hole_15,1,288 yds,268 yds,Right Fairway
R2026556,27349,Round_1,Hole_15,2,256 yds,62 ft 4 in.,Left Bunker
R2026556,27349,Round_1,Hole_15,3,90 ft 7 in.,27 ft 11 in.,Right Green
R2026556,27349,Round_1,Hole_15,4,28 ft 1 in.,7 in,Right Green
R2026556,27349,Round_1,Hole_15,5,7 in,,
R2026556,27349,Round_1,Hole_16,1,209 yds,26 ft 0 in.,Left Green
R2026556,27349,Round_1,Hole_16,2,24 ft 11 in.,2 ft 4 in.,Left Green
R2026556,27349,Round_1,Hole_16,3,2 ft 4 in.,,
R2026556,27349,Round_1,Hole_17,1,309 yds,186 yds,Right Fairway
R2026556,27349,Round_1,Hole_17,2,185 yds,15 ft 6 in.,Left Green
R2026556,27349,Round_1,Hole_17,3,18 ft 0 in.,2 ft 3 in.,Left Green
R2026556,27349,Round_1,Hole_17,4,2 ft 3 in.,,
R2026556,27349,Round_1,Hole_18,1,295 yds,185 yds,Right Rough
R2026556,27349,Round_1,Hole_18,2,87 yds,99 yds,Right Fairway
R2026556,27349,Round_1,Hole_18,3,100 yds,14 ft 4 in.,Left Green
R2026556,27349,Round_1,Hole_18,4,14 ft 3 in.,3 in,Left Green
R2026556,27349,Round_1,Hole_18,5,3 in,,
R2026556,27349,Round_2,Hole_1,1,282 yds,201 yds,Right Rough
R2026556,27349,Round_2,Hole_1,2,127 yds,79 yds,Left Intermediate
R2026556,27349,Round_2,Hole_1,3,81 yds,7 ft 0 in.,Left Green
R2026556,27349,Round_2,Hole_1,4,7 ft 10 in.,8 in,Left Green
R2026556,27349,Round_2,Hole_1,5,8 in,,
R2026556,27349,Round_2,Hole_2,1,295 yds,159 yds,Right Fairway
R2026556,27349,Round_2,Hole_2,2,155 yds,45 ft 4 in.,Right Green
R2026556,27349,Round_2,Hole_2,3,51 ft 5 in.,5 ft 9 in.,Left Green
R2026556,27349,Round_2,Hole_2,4,7 ft 7 in.,17 in,Left Green
R2026556,27349,Round_2,Hole_2,5,17 in,,
R2026556,27349,Round_2,Hole_3,1,233 yds,144 yds,Right Fairway
R2026556,27349,Round_2,Hole_3,2,145 yds,3 ft 8 in.,Left Green
R2026556,27349,Round_2,Hole_3,3,3 ft 8 in.,,
R2026556,27349,Round_2,Hole_4,1,196 yds,83 ft 4 in.,Left Green
R2026556,27349,Round_2,Hole_4,2,71 ft 0 in.,12 ft 4 in.,Left Green
R2026556,27349,Round_2,Hole_4,3,13 ft 5 in.,8 in,Left Green
R2026556,27349,Round_2,Hole_4,4,8 in,,
R2026556,27349,Round_2,Hole_5,1,248 yds,268 yds,Right Fairway
R2026556,27349,Round_2,Hole_5,2,170 yds,99 yds,Right Fairway
R2026556,27349,Round_2,Hole_5,3,99 yds,9 ft 7 in.,Right Green
R2026556,27349,Round_2,Hole_5,4,12 ft 0 in.,2 ft 0 in.,Left Green
R2026556,27349,Round_2,Hole_5,5,2 ft 0 in.,,
R2026556,27349,Round_2,Hole_6,1,273 yds,175 yds,Left Fairway
R2026556,27349,Round_2,Hole_6,2,171 yds,28 ft 1 in.,Right Green
R2026556,27349,Round_2,Hole_6,3,33 ft 8 in.,5 ft 2 in.,Right Green
R2026556,27349,Round_2,Hole_6,4,5 ft 2 in.,,
R2026556,27349,Round_2,Hole_7,1,280 yds,306 yds,Left Fairway
R2026556,27349,Round_2,Hole_7,2,243 yds,67 yds,Right Rough
R2026556,27349,Round_2,Hole_7,3,88 yds,63 ft 8 in.,Left Rough
R2026556,27349,Round_2,Hole_7,4,78 ft 9 in.,16 ft 4 in.,Left Green
R2026556,27349,Round_2,Hole_7,5,18 ft 7 in.,23 in,Left Green
R2026556,27349,Round_2,Hole_7,6,23 in,,
R2026556,27349,Round_2,Hole_8,1,162 yds,24 ft 0 in.,Right Rough
R2026556,27349,Round_2,Hole_8,2,23 ft 9 in.,3 ft 6 in.,Left Green
R2026556,27349,Round_2,Hole_8,3,3 ft 6 in.,,
R2026556,27349,Round_2,Hole_9,1,257 yds,160 yds,Left Fairway
R2026556,27349,Round_2,Hole_9,2,153 yds,19 ft 8 in.,Right Fairway
R2026556,27349,Round_2,Hole_9,3,21 ft 9 in.,2 ft 4 in.,Right Green
R2026556,27349,Round_2,Hole_9,4,2 ft 4 in.,,
R2026556,27349,Round_2,Hole_10,1,267 yds,212 yds,Left Intermediate
R2026556,27349,Round_2,Hole_10,2,212 yds,4 ft 7 in.,Right Green
R2026556,27349,Round_2,Hole_10,3,4 ft 7 in.,,
R2026556,27349,Round_2,Hole_11,1,287 yds,294 yds,Left Fairway
R2026556,27349,Round_2,Hole_11,2,188 yds,108 yds,Left Fairway
R2026556,27349,Round_2,Hole_11,3,104 yds,26 ft 6 in.,Right Green
R2026556,27349,Round_2,Hole_11,4,28 ft 4 in.,23 in,Right Green
R2026556,27349,Round_2,Hole_11,5,23 in,,
R2026556,27349,Round_2,Hole_12,1,174 yds,5 ft 7 in.,Right Green
R2026556,27349,Round_2,Hole_12,2,6 ft 11 in.,13 in,Right Green
R2026556,27349,Round_2,Hole_12,3,13 in,,
R2026556,27349,Round_2,Hole_13,1,290 yds,175 yds,Right Fairway
R2026556,27349,Round_2,Hole_13,2,165 yds,32 ft 10 in.,Right Green
R2026556,27349,Round_2,Hole_13,3,35 ft 3 in.,2 ft 1 in.,Left Green
R2026556,27349,Round_2,Hole_13,4,2 ft 1 in.,,
R2026556,27349,Round_2,Hole_14,1,230 yds,128 yds,Left Fairway
R2026556,27349,Round_2,Hole_14,2,118 yds,31 ft 10 in.,Right Intermediate
R2026556,27349,Round_2,Hole_14,3,32 ft 11 in.,12 in,Left Green
R2026556,27349,Round_2,Hole_14,4,12 in,,
R2026556,27349,Round_2,Hole_15,1,288 yds,246 yds,Right Fairway
R2026556,27349,Round_2,Hole_15,2,256 yds,32 ft 2 in.,Right Intermediate
R2026556,27349,Round_2,Hole_15,3,32 ft 8 in.,4 in,Right Green
R2026556,27349,Round_2,Hole_15,4,4 in,,
R2026556,27349,Round_2,Hole_16,1,217 yds,49 ft 0 in.,Right Bunker
R2026556,27349,Round_2,Hole_16,2,42 ft 3 in.,8 ft 5 in.,Right Green
R2026556,27349,Round_2,Hole_16,3,8 ft 9 in.,10 in,Left Green
R2026556,27349,Round_2,Hole_16,4,10 in,,
R2026556,27349,Round_2,Hole_17,1,289 yds,212 yds,Right Fairway
R2026556,27349,Round_2,Hole_17,2,217 yds,46 ft 3 in.,Left Green
R2026556,27349,Round_2,Hole_17,3,43 ft 7 in.,3 ft 7 in.,Right Green
R2026556,27349,Round_2,Hole_17,4,3 ft 7 in.,,
R2026556,27349,Round_2,Hole_18,1,289 yds,178 yds,Right Rough
